,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
52,9.0,30.0,17.0,97.0,55.0,3500.0,23.0,23.0,16.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1170.6615000000002,0.5987093512943401,501.8449052608416,31.897049482838295,79.0,166.5,89.0,232.90959165966274,118.51962775234585,73.30219666245675,191.82182441480262,41.08776724486011
18,9.0,30.0,17.0,100.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1198.7855000000002,0.5987093512943401,502.9920085233009,31.990240580589273,79.0,170.5,89.0,230.08618897223334,117.36109029670884,71.63733143066436,188.9984217273732,41.08776724486015
36,9.0,32.0,17.0,100.0,55.0,3500.0,23.0,23.0,13.0,11.0,3.0,4.0,1.0,1.0,0.0,0.0,1236.3435000000002,0.5612900168384438,503.6289835560446,31.74707980091731,81.0,171.5,89.0,228.86136582468913,117.82082730848231,71.86894074183267,189.68976805031497,39.17159777437414
63,9.0,32.0,17.0,100.0,55.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1221.9255,0.5612900168384438,516.3813041962586,31.984049320617352,81.0,169.5,89.0,228.91586202673975,118.36312555516035,71.38113869720524,189.7442642523656,39.17159777437414
97,9.0,31.0,22.0,101.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,1919.0430000000003,0.44771520404708715,516.4544124024111,32.10757750307993,83.0,183.50000000000003,126.0,175.01308764115208,77.95417495823617,50.145764993162125,128.09993995139828,46.91314768975379
94,9.0,31.0,22.0,100.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,1908.5850000000003,0.44771520404708715,516.4544124024111,32.10757750307993,83.0,182.50000000000003,126.0,175.0130876411521,77.95417495823617,50.145764993162125,128.09993995139828,46.91314768975382
43,9.0,32.0,22.0,110.0,82.0,3500.0,24.0,24.0,14.0,16.0,4.0,5.0,3.0,3.0,0.0,0.0,2100.924,0.4337241039206157,501.3138555748003,32.21950033658072,84.0,198.5,126.0,172.90175630153072,76.98772156605857,50.09021974440269,127.07794131046126,45.82381499106949
69,9.0,32.0,22.0,101.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,1942.1640000000004,0.43372410392061567,552.6179728258163,32.08500077124395,84.0,183.50000000000003,126.0,174.11054944656107,77.95417495823617,50.332559497255424,128.2867344554916,45.82381499106948
40,9.0,32.0,22.0,107.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,2005.668,0.4337241039206157,503.81995482085347,32.24957857967268,84.0,189.5,126.0,173.1638894061586,77.17664868004923,50.16342573503988,127.3400744150891,45.82381499106949
12,9.0,35.0,14.0,97.0,55.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1119.0060000000003,0.6231464676737009,508.5567962975337,31.754203069062893,84.0,160.5,83.0,236.77380214985826,121.91010907167801,75.3945716998384,197.30468077151642,39.46912137834187
59,9.0,35.0,15.0,100.0,55.0,3500.0,23.0,23.0,13.0,11.0,3.0,4.0,1.0,1.0,0.0,0.0,1195.95,0.5816033698287875,506.3343542507661,31.860997816941747,84.0,167.5,84.99999999999999,232.27061715348333,120.13633183000087,73.72594804219806,193.86227987219894,38.408337281284425
20,9.0,35.0,14.0,101.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1153.8660000000004,0.6231464676737007,503.9203104758267,31.848646634141193,84.0,165.5,83.0,234.4896488530114,121.45279842200028,73.56772905266928,195.02052747466956,39.46912137834183
24,9.0,32.0,22.0,104.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,1973.9160000000004,0.4337241039206157,503.81995482085347,32.23190636253431,84.0,186.50000000000003,126.0,173.32013033600762,77.33288960989827,50.16342573503988,127.49631534493815,45.823814991069476
46,9.0,32.0,22.0,107.0,82.0,3500.0,24.0,24.0,14.0,16.0,4.0,5.0,3.0,3.0,0.0,0.0,2069.172,0.4337241039206157,500.5231904850379,31.964244315098924,84.0,195.5,126.0,173.00799587862068,77.35947393653366,49.82470695101753,127.1841808875512,45.82381499106949
47,9.0,32.0,22.0,110.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,2037.4200000000003,0.4337241039206157,504.6106199106159,32.504834601154556,84.0,192.5,126.0,173.05764982906868,76.80489630957413,50.428938528425036,127.23383483799917,45.82381499106949
96,9.0,32.0,22.0,100.0,82.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,1931.5800000000002,0.43372410392061567,552.6179728258163,32.08500077124395,84.0,182.50000000000003,126.0,174.1105494465611,77.95417495823617,50.332559497255424,128.2867344554916,45.823814991069504
28,9.0,38.0,13.0,100.0,55.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1138.0905,0.6181007472876788,539.9245626352839,31.984353292853267,87.0,161.5,81.0,235.61228249611736,121.54239728532235,75.78286723401028,197.32526451933262,38.287017976784725
29,9.0,35.0,18.0,100.0,64.0,3500.0,24.0,24.0,13.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,1505.1000000000004,0.48466947485732287,529.9158101576694,32.66548436477867,87.00000000000001,173.00000000000003,100.0,202.6785259841776,97.46383130442943,65.73148420805424,163.19531551248366,39.48321047169393
61,9.0,35.0,21.0,104.0,92.0,3500.0,24.0,24.0,14.0,16.0,4.0,6.0,4.0,3.0,0.0,0.0,2226.678000000001,0.415430978449134,563.4984946047632,32.16212050494946,87.00000000000001,191.0,134.0,171.98325359964105,77.61761116098056,47.161878159517386,124.77948932049794,47.203764279143115
