,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
40,9.0,31.0,16.0,91.0,54.0,3500.0,23.0,23.0,11.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,1080.1599999999999,0.6156084055647448,505.37286979762746,31.901236075038838,80.0,157.0,86.0,239.67048273099,113.15797515321766,85.98345271047636,199.14142786369402,40.52905486729595
53,9.0,31.0,16.0,93.0,54.0,3500.0,23.0,23.0,11.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,1093.92,0.6156084055647448,501.57876743038696,32.190199438729636,80.0,159.0,86.0,238.7439443590743,112.82341229091334,85.39147720086501,198.21488949177837,40.52905486729595
66,9.0,32.0,16.0,93.0,55.0,3500.0,23.0,23.0,11.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1131.0435000000002,0.5963706428908466,517.9941170598897,31.839346483250218,81.0,160.5,87.0,234.0742227532171,113.06137885302385,80.96455667527603,194.0259355282999,40.04828722491721
74,9.0,32.0,16.0,95.0,55.0,3500.0,23.0,23.0,12.0,12.0,3.0,4.0,1.0,1.0,0.0,0.0,1166.2785,0.5963706428908467,500.841134695476,31.914924331755127,81.0,165.5,87.0,232.80090734793222,112.66047679603949,80.0921433269755,192.752620123015,40.048287224917225
86,9.0,32.0,16.0,95.0,55.0,3500.0,23.0,23.0,12.0,11.0,3.0,4.0,1.0,1.0,0.0,0.0,1159.2315,0.5963706428908466,502.16934956241965,31.933363382001282,81.0,164.5,87.0,233.36177066903906,112.99908833681663,80.31439510730523,193.31348344412186,40.04828722491721
60,9.0,30.0,23.0,95.0,74.0,3500.0,24.0,24.0,11.0,11.0,4.0,5.0,2.0,2.0,0.0,0.0,1776.1200000000001,0.44252430313059926,628.1473628170351,32.035483743930115,82.0,180.50000000000003,120.0,187.88095554652068,83.43792761909488,60.14775474800785,143.58568236710272,44.29527317941795
38,9.0,33.0,16.0,90.0,55.0,3500.0,23.0,23.0,11.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1123.605,0.5782988052274876,544.5707768363717,31.782817264307752,82.0,157.5,87.0,235.09334001070735,114.36968903388593,81.57699984868833,195.94668888257428,39.146651128133094
75,9.0,31.0,19.0,97.0,64.0,3500.0,24.0,24.0,9.0,12.0,4.0,4.0,1.0,2.0,0.0,0.0,1481.5500000000002,0.5184070783703114,521.4288592435333,31.75844375201404,83.0,175.00000000000003,102.00000000000001,202.71478859521756,91.16758555177564,69.21807531165798,160.38566086343363,42.32912773178395
17,9.0,35.0,16.0,86.0,55.0,3500.0,23.0,23.0,11.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1121.7780000000002,0.5452531592144884,599.7737493201694,31.993818873524305,84.0,153.50000000000003,87.0,237.73619255632448,117.77594093233928,82.48154646516974,200.257487397509,37.47870515881545
14,9.0,32.0,19.0,96.0,64.0,3500.0,24.0,24.0,9.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,1465.1280000000002,0.5022068571712393,541.3229490536511,32.0997091168233,84.0,171.0,102.00000000000001,203.52113902204522,92.07949481751648,70.09540730859226,162.17490212610875,41.34623689593649
81,9.0,30.0,23.0,97.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2028.5250000000005,0.44252430313059926,592.3374255275205,31.86542351839435,85.0,185.00000000000003,129.0,175.8950589932312,72.30582776335545,55.97181256200146,128.2776403253569,47.61741866787431
10,9.0,33.0,19.0,100.0,64.0,3500.0,24.0,24.0,9.0,12.0,4.0,4.0,1.0,2.0,0.0,0.0,1543.2600000000002,0.48698846755998954,533.5758646551914,32.37239567561551,85.0,178.00000000000003,102.00000000000001,201.66594453528506,92.37102417963031,68.87954123753526,161.25056541716557,40.415379118119496
78,9.0,30.0,23.0,96.0,83.0,3500.0,25.0,25.0,10.0,11.0,5.0,5.0,2.0,3.0,0.0,0.0,2006.5950000000003,0.44252430313059915,597.3747842066418,31.742264684379446,85.0,183.00000000000003,129.0,176.41948946733015,72.54315005200095,56.258920747454916,128.80207079945586,47.61741866787429
56,9.0,33.0,19.0,96.0,64.0,3500.0,24.0,24.0,9.0,12.0,4.0,4.0,1.0,2.0,0.0,0.0,1508.5800000000004,0.48698846755998954,558.4644030268854,31.78673638877451,85.0,174.00000000000003,102.00000000000001,202.2186992061619,92.17903560883296,69.62428447920944,161.8033200880424,40.415379118119496
33,9.0,30.0,23.0,95.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1984.6650000000004,0.44252430313059915,599.2871384818004,31.862310729887664,85.0,181.00000000000003,129.0,177.1147690383778,72.58651219444472,56.91083817605878,129.4973503705035,47.61741866787429
90,9.0,36.0,16.0,95.0,64.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1326.0000000000002,0.5301072381251968,502.87475617349776,31.757286125661473,85.0,162.5,96.0,213.69446840549477,104.1837258017039,69.00812788008241,173.1918536817863,40.50261472370846
62,9.0,36.0,16.0,96.0,64.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1334.1600000000003,0.5301072381251969,502.5326999036182,31.778075511979953,85.0,163.5,96.0,213.6186979630864,104.15086853882558,68.96521470055234,173.11608323937793,40.502614723708476
80,9.0,32.0,23.0,95.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2053.8090000000007,0.4148665341849367,641.8069497992362,32.00833738979752,87.00000000000001,183.00000000000003,129.0,175.39545756579489,73.11729689776128,56.88142835118376,129.99872524894505,45.39673231684985
50,9.0,33.0,23.0,103.0,92.0,3500.0,25.0,25.0,10.0,13.0,5.0,5.0,3.0,4.0,0.0,0.0,2331.648000000001,0.4022948210278174,619.3966360561022,32.09677202011419,88.00000000000001,192.00000000000003,138.0,170.686456187829,69.4448847801543,53.77098050331977,123.21586528347407,47.47059090435495
70,9.0,33.0,23.0,100.0,92.0,3500.0,25.0,25.0,10.0,13.0,5.0,5.0,3.0,4.0,0.0,0.0,2295.2160000000003,0.4022948210278174,619.3966360561022,32.09677202011419,88.00000000000001,189.00000000000003,138.0,170.68645618782904,69.4448847801543,53.77098050331977,123.21586528347407,47.47059090435496
37,9.0,33.0,23.0,97.0,92.0,3500.0,25.0,25.0,10.0,13.0,5.0,5.0,3.0,4.0,0.0,0.0,2258.7840000000006,0.40229482102781755,630.720755552121,31.823129230957182,88.00000000000001,186.00000000000003,138.0,170.89316874178456,69.43473068405723,53.98784715337236,123.42257783742959,47.470590904355
96,9.0,33.0,23.0,96.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2088.7680000000005,0.4022948210278175,660.4771692996721,32.22264404971045,88.00000000000001,184.00000000000003,129.0,174.74364746647007,73.8530417594584,56.51592290511465,130.36896466457307,44.37468280189702
24,9.0,37.0,16.0,97.0,64.0,3500.0,24.0,24.0,9.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,1418.3040000000003,0.5157800154731647,506.2590901978503,32.018955574922444,89.0,166.0,96.0,205.17148178521398,94.59485831291302,70.88693998237477,165.48179829528777,39.6896834899262
