1.000000000000000000e+01,1.390000000000000000e+02,4.400000000000000000e+01,9.900000000000000000e+01,1.120000000000000000e+02,9.400000000000000000e+03,3.300000000000000000e+01,4.300000000000000000e+01,9.000000000000000000e+00,3.500000000000000000e+01,6.500000000000000000e+00,5.500000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+01,8.539469067764140675e+01,8.541831383242019626e+01
6.000000000000000000e+00,1.000000000000000000e+02,3.600000000000000000e+01,9.500000000000000000e+01,1.100000000000000000e+02,7.300000000000000000e+03,1.800000000000000000e+01,2.400000000000000000e+01,1.200000000000000000e+01,2.700000000000000000e+01,3.600000000000000089e+00,7.099999999999999645e+00,5.000000000000000000e-01,2.500000000000000000e+00,-3.500000000000000000e+00,5.500000000000000000e+00,3.000000000000000000e+01,3.107747355145300006e+01,3.103843706766939903e+01
1.200000000000000000e+01,1.940000000000000000e+02,4.300000000000000000e+01,5.000000000000000000e+01,1.860000000000000000e+02,6.500000000000000000e+03,2.900000000000000000e+01,1.300000000000000000e+01,2.200000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00,6.799999999999999822e+00,5.000000000000000000e-01,5.000000000000000000e-01,-1.900000000000000000e+01,1.650000000000000000e+01,3.000000000000000000e+01,1.392213421639719968e+02,1.392775687931649884e+02
1.200000000000000000e+01,1.360000000000000000e+02,4.100000000000000000e+01,7.700000000000000000e+01,1.610000000000000000e+02,4.500000000000000000e+03,6.000000000000000000e+00,1.600000000000000000e+01,4.500000000000000000e+01,3.600000000000000000e+01,6.299999999999999822e+00,6.799999999999999822e+00,1.000000000000000000e+00,2.500000000000000000e+00,-7.500000000000000000e+00,1.750000000000000000e+01,3.000000000000000000e+01,1.153108492120969970e+02,1.152709433095789961e+02
8.000000000000000000e+00,5.000000000000000000e+01,1.900000000000000000e+01,9.400000000000000000e+01,1.530000000000000000e+02,1.000000000000000000e+03,2.100000000000000000e+01,1.100000000000000000e+01,3.900000000000000000e+01,3.100000000000000000e+01,9.800000000000000711e+00,5.700000000000000178e+00,2.500000000000000000e+00,5.000000000000000000e+00,-1.500000000000000000e+01,-1.450000000000000000e+01,3.000000000000000000e+01,2.894243432491520096e+01,2.936436664261249874e+01
9.000000000000000000e+00,9.900000000000000000e+01,2.700000000000000000e+01,8.400000000000000000e+01,1.260000000000000000e+02,6.900000000000000000e+03,4.500000000000000000e+01,4.000000000000000000e+00,3.300000000000000000e+01,4.300000000000000000e+01,5.599999999999999645e+00,3.399999999999999911e+00,3.500000000000000000e+00,4.500000000000000000e+00,1.250000000000000000e+01,1.600000000000000000e+01,3.000000000000000000e+01,5.396583524098910090e+01,5.400547576549909934e+01
4.000000000000000000e+00,1.170000000000000000e+02,1.800000000000000000e+01,4.600000000000000000e+01,8.900000000000000000e+01,1.400000000000000000e+03,4.400000000000000000e+01,1.100000000000000000e+01,3.200000000000000000e+01,2.100000000000000000e+01,2.299999999999999822e+00,4.799999999999999822e+00,1.500000000000000000e+00,2.000000000000000000e+00,3.500000000000000000e+00,1.950000000000000000e+01,3.000000000000000000e+01,1.400355787849250078e+01,1.391606958178640063e+01
2.000000000000000000e+00,1.280000000000000000e+02,3.200000000000000000e+01,9.600000000000000000e+01,1.090000000000000000e+02,7.600000000000000000e+03,8.000000000000000000e+00,7.000000000000000000e+00,2.200000000000000000e+01,9.000000000000000000e+00,4.400000000000000355e+00,5.799999999999999822e+00,2.500000000000000000e+00,3.500000000000000000e+00,1.600000000000000000e+01,9.000000000000000000e+00,3.000000000000000000e+01,6.680291194320649772e+00,6.674049902374989962e+00
7.000000000000000000e+00,1.590000000000000000e+02,1.500000000000000000e+01,8.600000000000000000e+01,1.130000000000000000e+02,7.900000000000000000e+03,4.900000000000000000e+01,6.000000000000000000e+00,4.800000000000000000e+01,1.000000000000000000e+01,3.500000000000000000e+00,4.299999999999999822e+00,3.000000000000000000e+00,1.500000000000000000e+00,1.950000000000000000e+01,1.100000000000000000e+01,3.000000000000000000e+01,4.761757788582840334e+01,4.761401114808219859e+01
7.000000000000000000e+00,4.300000000000000000e+01,2.300000000000000000e+01,6.300000000000000000e+01,1.060000000000000000e+02,3.500000000000000000e+03,1.100000000000000000e+01,1.800000000000000000e+01,5.000000000000000000e+01,2.500000000000000000e+01,5.000000000000000000e+00,8.000000000000000000e+00,3.500000000000000000e+00,1.500000000000000000e+00,-9.000000000000000000e+00,1.550000000000000000e+01,3.000000000000000000e+01,2.185869228546440013e+01,2.188759455883209881e+01
