,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
85,9.0,30.0,17.0,101.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1205.8165000000001,0.5987093512943401,502.9920085233009,31.990240580589273,79.0,171.5,89.0,230.0861889722333,117.36109029670884,71.63733143066436,188.9984217273732,41.08776724486011
31,9.0,30.0,20.0,100.0,92.0,3500.0,23.0,24.0,13.0,10.0,3.0,5.0,4.0,4.0,-5.0,0.0,1856.1840000000002,0.508902948600189,506.45834249875753,31.905806986864945,79.0,178.00000000000003,132.0,198.25540982641922,95.9497543814136,48.27173594366671,144.2214903250803,54.03391950133891
93,9.0,30.0,21.0,100.0,92.0,3500.0,23.0,23.0,13.0,10.0,3.0,5.0,4.0,4.0,-5.0,0.0,1894.8940000000002,0.48466947485732287,523.9457338034262,31.926237689049767,79.0,179.00000000000003,134.0,196.69570955675454,95.40369381202483,48.3845137126598,143.78820752468462,52.90750203206989
36,9.0,30.0,17.0,100.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1198.7855000000002,0.5987093512943401,502.9920085233009,31.990240580589273,79.0,170.5,89.0,230.08618897223334,117.36109029670884,71.63733143066436,188.9984217273732,41.08776724486015
25,9.0,30.0,17.0,97.0,55.0,3500.0,23.0,23.0,16.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1170.6615000000002,0.5987093512943401,501.8449052608416,31.897049482838295,79.0,166.5,89.0,232.90959165966274,118.51962775234585,73.30219666245675,191.82182441480262,41.08776724486011
19,9.0,31.0,22.0,100.0,92.0,3500.0,23.0,23.0,14.0,17.0,3.0,6.0,4.0,3.0,-2.0,0.0,2050.88,0.4477152040470872,504.7428240691257,32.251376393142394,80.0,188.5,136.0,196.02559142856546,98.6416070552094,46.747570993939235,145.38917804914865,50.63641337941684
33,9.0,31.0,21.0,100.0,92.0,3500.0,23.0,23.0,14.0,14.0,3.0,6.0,4.0,3.0,-2.0,0.0,1967.1200000000001,0.46903497566837704,501.2835419786486,31.802751859152288,80.0,183.50000000000003,134.0,196.58579827941475,98.11447159329587,46.83214727570898,144.94661886900485,51.639179410409916
45,9.0,31.0,21.0,100.0,92.0,3500.0,23.0,23.0,13.0,10.0,3.0,5.0,4.0,4.0,-5.0,0.0,1918.8800000000003,0.46903497566837704,515.9209128759001,31.956138962100024,80.0,179.00000000000003,134.0,196.78925437939932,96.96547991153825,48.18459505745115,145.1500749689894,51.639179410409916
35,9.0,32.0,22.0,100.0,92.0,3500.0,23.0,23.0,14.0,17.0,3.0,6.0,4.0,3.0,-2.0,0.0,2076.5160000000005,0.4337241039206157,540.9063844925296,32.22497229116877,81.0,188.5,136.0,195.0365982578884,98.6416070552094,46.934365498032534,145.57597255324194,49.46062570464644
81,9.0,32.0,20.0,100.0,92.0,3500.0,23.0,23.0,14.0,13.0,3.0,6.0,4.0,3.0,-2.0,0.0,1929.9060000000004,0.47709651431267724,504.29439397431224,31.744892176494194,81.0,180.50000000000003,132.0,196.73076030422496,97.92213015797171,47.29463698459919,145.2167671425709,51.513993161654064
