,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,strand1,strand2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
98,9.0,30.0,17.0,97.0,55.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1170.6615000000002,0.5987093512943401,706.2954411507175,31.772881811380906,79.0,166.5,89.0,154.4799397721899,78.54463006346462,34.847542463865175,113.39217252732979,41.08776724486011
4,9.0,30.0,14.0,99.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,449.9999999999999,449.9999999999999,1042.958,0.7270042122859844,648.8526544227097,31.776714542856638,79.0,161.0,82.0,182.9667788721672,77.53116192194035,61.730343380485216,139.26150530242558,43.70527356974162
20,9.0,30.0,17.0,99.0,55.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1184.7234999999998,0.5987093512943401,700.9870310985466,32.0159242338342,79.0,168.5,89.0,154.30372415401249,78.28116203326937,34.934794875882965,113.21595690915234,41.08776724486015
14,9.0,30.0,16.0,100.0,55.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1151.2275,0.6361286857502364,660.8534437217769,31.825953848984092,79.0,167.5,87.0,155.28451127275233,78.31651601483931,34.96065326664049,113.2771692814798,42.007341991272526
83,9.0,30.0,19.0,99.0,65.0,3500.0,24.0,24.0,10.0,13.0,4.0,5.0,1.0,1.0,0.0,0.0,799.9999999999999,1249.9999999999998,1507.6110000000003,0.5356873143159886,564.526497763058,31.75876146237173,82.0,178.50000000000003,103.00000000000001,113.12634795448893,47.55938630997348,21.77299361089236,69.33237992086585,43.79396803362309
6,9.0,30.0,20.0,99.0,66.0,3500.0,24.0,24.0,10.0,12.0,4.0,5.0,1.0,1.0,0.0,0.0,799.9999999999999,1249.9999999999998,1560.2140000000006,0.5089029486001891,564.7577599808342,31.808070920354638,82.0,179.50000000000003,106.00000000000001,112.24891360138943,47.144020386857605,21.714018463456625,68.85803885031423,43.390874751075195
64,9.0,30.0,20.0,99.0,65.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0,799.9999999999999,1249.9999999999998,1528.2750000000003,0.508902948600189,596.5038023383356,31.759331988721666,82.0,177.50000000000003,105.00000000000001,112.31831265137781,47.69682211948713,21.63996365582563,69.33678577531276,42.981526876065054
16,9.0,33.0,12.0,104.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,1.0,0.0,3.0,449.9999999999999,449.9999999999999,1036.152,0.7710650736366501,604.2633452742801,31.763991315960485,82.0,162.0,78.0,186.44670968320685,78.82488425953906,64.19834489042267,143.02322914996174,43.423480533245126
82,9.0,31.0,19.0,99.0,65.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0,799.9999999999999,1249.9999999999998,1500.3495000000003,0.5184070783703115,586.2541573981271,31.807067335123715,83.0,175.50000000000003,103.00000000000001,113.11557962334935,48.04285694436393,22.328603498850626,70.37146044321456,42.74411918013479
67,9.0,35.0,12.0,99.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1028.664,0.7270042122859844,653.6804684427257,31.789708712432482,84.0,157.0,78.0,186.75005702156307,80.27749255782793,64.89925545837119,145.1767480161991,41.57330900536395
59,9.0,35.0,12.0,97.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,449.9999999999999,449.9999999999999,1015.56,0.7270042122859843,671.300113052052,31.84884743205786,84.0,155.0,78.0,187.00208416574708,80.6340405258546,64.79473463452852,145.4287751603831,41.573309005363946
