,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
98,8.0,49.0,20.0,92.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1477.3500000000001,0.3505198880664568,794.0100187691171,31.948207886287783,98.0,167.5,90.0,223.4543193562541,112.10195393381235,79.89914865418922,192.00110258800157,31.453216768252524
59,8.0,49.0,20.0,91.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1468.53,0.3505198880664568,794.0100187691171,31.808502547995264,98.0,166.5,90.0,223.6222570429171,112.26989162047535,79.89914865418922,192.16904027466455,31.453216768252535
10,8.0,49.0,19.0,100.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1496.2640000000001,0.36896830322784924,732.9317363899805,31.769679223715286,98.0,173.50000000000003,88.0,215.8092949616268,108.58998536991507,75.27527534359736,183.86526071351244,31.944034248114352
97,8.0,50.0,20.0,91.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1483.515,0.3435094903051276,796.3244364776049,31.808502547995264,99.0,166.5,90.0,223.02365822334124,112.26989162047535,79.76727804565414,192.0371696661295,30.98648855721176
14,8.0,50.0,20.0,92.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1492.4250000000002,0.3435094903051276,796.3244364776049,31.948207886287783,99.0,167.5,90.0,222.85572053667823,112.10195393381235,79.76727804565414,191.8692319794665,30.98648855721175
58,8.0,50.0,19.0,100.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1511.5320000000002,0.36158893716329227,735.2461540984683,31.769679223715286,99.0,173.50000000000003,88.0,215.203412996228,108.58998536991507,75.14340473506228,183.73339010497733,31.47002289125063
85,8.0,51.0,19.0,100.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1526.8,0.35449895800322767,751.935203532709,31.86325208087461,100.0,173.50000000000003,88.0,215.75363970249026,109.59800957389572,75.14340473506228,184.74141430895799,31.012225393532276
55,8.0,51.0,20.0,100.0,59.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1737.4500000000003,0.3367740101030663,774.2848974449856,31.740491192376403,100.0,175.50000000000003,99.0,202.92302003265496,100.88860726950634,68.44511517438582,169.33372244389216,33.58929758876281
73,8.0,51.0,20.0,100.0,58.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1719.9000000000003,0.3367740101030663,774.2848974449856,31.740491192376403,100.0,175.50000000000003,98.0,204.33525281839616,102.64012588947745,68.44511517438582,171.08524106386326,33.25001175453288
17,8.0,51.0,20.0,97.0,58.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1690.5000000000005,0.3367740101030663,790.6146688678157,31.779342038194322,100.0,172.50000000000003,98.0,205.81342081103145,103.65352060524627,68.90988845125229,172.56340905649856,33.2500117545329
75,8.0,51.0,20.0,97.0,59.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1707.7500000000002,0.3367740101030663,790.6146688678157,31.779342038194322,100.0,172.50000000000003,99.0,204.40118802529025,101.90200198527515,68.90988845125229,170.81189043652745,33.58929758876281
7,8.0,53.0,16.0,100.0,50.0,3500.0,23.0,23.0,11.0,8.0,3.0,3.0,1.0,1.0,0.0,4.0,1388.424,0.4050819461145373,730.0974751680634,32.02451790608101,102.00000000000001,166.0,82.0,235.8808392317922,108.6410751964902,95.3441640310836,203.9852392275738,31.89560000421842
84,8.0,53.0,20.0,100.0,59.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1772.199,0.32406555689162986,820.5481700654352,32.273236877687424,102.00000000000001,175.50000000000003,99.0,204.23502046121615,102.62789333761013,68.9604706862166,171.58836402382673,32.646656437389424
54,8.0,53.0,19.0,100.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1557.336,0.3411216388332946,798.1984761531586,32.172937376393286,102.00000000000001,173.50000000000003,88.0,217.13796240259836,111.33729564199953,75.65876024689305,186.99605588889258,30.141906513705784
25,8.0,53.0,19.0,105.0,50.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1602.2160000000001,0.3411216388332946,712.1489968520493,32.31259585388599,102.00000000000001,178.5,88.0,216.93655470859153,111.30502171020825,75.48962648467752,186.79464819488578,30.141906513705756
30,8.0,50.0,25.0,100.0,76.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,2422.6020000000008,0.274807592244102,877.6043607600468,32.03836169528374,102.00000000000001,188.50000000000003,126.0,169.22741188341246,80.0482361552578,52.40127043835254,132.44950659361035,36.777905289802106
6,8.0,55.0,16.0,97.0,50.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,2.0,0.0,1.0,1390.0640000000003,0.39035169352855414,738.770401245341,31.75337688145757,104.00000000000001,163.0,82.0,230.44387785587935,110.67507823481994,88.7356018187841,199.41068005360404,31.03319780227532
52,8.0,55.0,16.0,100.0,50.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,2.0,0.0,1.0,1415.6480000000004,0.39035169352855414,724.6356185760943,31.869556966421122,104.00000000000001,166.0,82.0,227.86943269232899,109.77454274644411,87.06169214360953,196.83623489005365,31.03319780227532
49,8.0,53.0,24.0,102.0,76.0,3500.0,24.0,24.0,14.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,2454.2700000000004,0.2700546307430249,928.3303279571495,31.740780505357197,105.00000000000001,188.50000000000003,124.0,170.45859489337164,82.05320676949356,52.67554763365285,134.7287544031464,35.729840490225236
29,8.0,53.0,22.0,105.0,59.0,3500.0,24.0,24.0,13.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,2011.5900000000001,0.29460505171966356,915.7968554206493,32.61429317578126,105.00000000000001,186.0,103.00000000000001,190.9575073513472,92.25439466012077,67.05045712195259,159.30485178207334,31.652655569273865
36,8.0,53.0,20.0,104.0,59.0,3500.0,24.0,24.0,13.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,1881.4950000000006,0.3240655568916298,777.9130276020741,31.88222783408604,105.00000000000001,181.00000000000003,99.0,190.5618760159494,91.35939593983004,66.55582363872992,157.91521957855997,32.646656437389424
