,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,strand1,strand2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
31,8.0,35.0,27.0,107.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,4.0,1.0,1.0,0.0,-9.0,1249.9999999999998,799.9999999999999,2459.835000000001,0.3635021061429921,591.2674836934743,31.746101060518424,90.00000000000001,199.5,137.0,108.59620095296928,26.317907922216214,33.0934960111728,59.41140393338902,49.18479701958027
1,8.0,35.0,27.0,109.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,4.0,1.0,1.0,0.0,-9.0,1249.9999999999998,799.9999999999999,2484.495000000001,0.36350210614299217,599.6412127006565,31.81943093636059,90.00000000000001,201.5,137.0,108.59620095296928,26.317907922216214,33.0934960111728,59.41140393338902,49.184797019580266
26,8.0,35.0,27.0,104.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,3.9000000000000004,1.0,1.2000000000000002,0.0,-11.0,1249.9999999999998,760.5,2422.2285000000006,0.3635021061429921,583.7948530044778,31.797524932323487,90.00000000000001,196.45000000000002,137.0,108.94519437727163,26.38193154218722,33.37846581550417,59.76039735769139,49.18479701958024
17,8.0,35.0,28.0,97.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,4.0,1.0,1.0,0.0,-11.0,1249.9999999999998,799.9999999999999,2395.6650000000004,0.35051988806645673,665.7660454649155,31.748675811015318,90.00000000000001,191.5,139.0,108.198827547685,26.714337346360118,32.906744303690445,59.62108165005056,48.577745897634436
16,8.0,35.0,27.0,100.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,3.6,1.0,1.0,0.0,-16.0,1249.9999999999998,647.9999999999999,2371.0590000000007,0.3635021061429922,621.06180990563,31.740578701581004,90.00000000000001,192.3,137.0,114.92383345004845,26.42873396676919,39.310302463699,65.73903643046819,49.18479701958026
40,8.0,35.0,27.0,100.0,84.0,3500.0,25.0,25.0,9.0,9.0,5.0,3.6,1.0,1.0,0.0,-10.0,1249.9999999999998,647.9999999999999,2388.366000000001,0.3635021061429922,616.678947268658,31.752479419108802,90.00000000000001,192.3,138.0,115.06197842784904,26.302631588554036,39.215536702783496,65.51816829133753,49.5438101365115
43,8.0,35.0,27.0,104.0,84.0,3500.0,25.0,25.0,9.0,9.0,5.0,4.0,1.0,1.0,0.0,-9.0,1249.9999999999998,799.9999999999999,2440.5300000000007,0.36350210614299217,576.4366323356959,31.80409804458876,90.00000000000001,196.5,138.0,108.92169935875289,26.284393211068608,33.0934960111728,59.37788922224141,49.54381013651148
41,8.0,46.0,20.0,100.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,3.6,1.0,1.0,0.0,-10.0,1249.9999999999998,647.9999999999999,2215.0209,0.3733798807664431,607.4827325325799,31.793844161835786,101.0,178.3,123.0,113.27096682061672,28.59276187973755,39.6347210384386,68.22748291817615,45.04348390244056
4,8.0,46.0,22.0,100.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,4.0,1.0,1.0,0.0,-9.0,1249.9999999999998,799.9999999999999,2340.9275000000007,0.33943625524222104,639.8446924126154,32.12319146959992,101.0,182.50000000000003,127.0,106.16253173654329,28.88793313180974,33.933491944433,62.82142507624274,43.34110666030054
64,8.0,48.0,20.0,98.0,83.0,3500.0,25.0,25.0,9.0,9.0,5.0,3.6,1.0,1.0,0.0,-10.0,1249.9999999999998,647.9999999999999,2233.5447000000004,0.357822385734508,628.5268308955646,31.76888572017633,103.00000000000001,176.3,123.0,112.24364591309083,28.74116074043252,39.85549974786304,68.59666048829556,43.646985424795275
