,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,strand1,strand2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
37,8.0,57.0,16.0,100.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1455.91,0.37665514287842944,848.2895473026531,31.790956609896032,106.00000000000001,167.5,82.0,148.03587378880457,82.80039448488476,35.01178648558271,117.81218097046747,30.22369281833708
83,8.0,57.0,17.0,99.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1500.3240000000003,0.3544989580032276,889.8839463553869,31.785732963691803,106.00000000000001,168.5,84.0,147.35354738287538,82.76504050331482,34.985928094825184,117.75096859814,29.60257878473536
88,8.0,58.0,16.0,100.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1469.6450000000004,0.37016108869087033,859.0091587630714,31.777615506760533,107.00000000000001,167.5,82.0,148.45775238047574,82.74576253013453,35.87478028910744,118.62054281924196,29.83720956123378
9,8.0,59.0,17.0,97.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1510.4880000000003,0.34248204417260975,910.4860796280792,31.76305772583417,108.00000000000001,166.5,84.0,147.62633755324643,82.98297306918508,35.78667872036733,118.7696517895524,28.85668576369404
72,8.0,59.0,16.0,100.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1483.3800000000003,0.3638871719333979,862.0961007005886,31.864619074114966,108.00000000000001,167.5,82.0,148.05214196968487,82.71521202735539,35.87478028910744,118.58999231646283,29.46214965322204
39,8.0,72.0,12.0,89.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1329.669,0.39758042859389775,939.518617047328,31.82954269817063,121.00000000000001,148.5,74.00000000000001,161.05437579446772,94.44566810127344,38.22027573175798,132.6659438330314,28.388431961436293
40,8.0,69.0,17.0,89.0,59.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0,799.9999999999999,1249.9999999999998,1817.3595,0.2928469653070142,1116.141555547939,32.04760490736925,121.00000000000001,161.5,93.0,108.8241440136693,53.40325123740865,26.967616935069522,80.37086817247817,28.45327584119114
29,8.0,72.0,14.0,89.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1439.2949999999998,0.3407832245090551,1070.6381744710773,32.762954315974156,121.00000000000001,152.5,78.0,159.50919981246915,94.59175876128212,38.220367160288085,132.8121259215702,26.69707389089894
22,8.0,72.0,13.0,86.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1356.4100000000003,0.36699731870205937,1066.5837761007933,31.820978045925216,121.00000000000001,147.50000000000003,76.00000000000001,160.19791285540984,94.45761409692378,38.261400328932616,132.7190144258564,27.47889842955345
68,8.0,70.0,17.0,89.0,59.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0,799.9999999999999,1249.9999999999998,1832.3790000000001,0.28866343723119964,1132.061355333926,32.0300592705506,122.00000000000001,161.5,93.0,108.64174909303372,53.38861897219152,27.10120804510959,80.48982701730111,28.151922075732614
44,8.0,74.0,12.0,88.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1342.545,0.3868350116048734,941.1226493884659,31.878331791580965,123.0,147.5,74.00000000000001,160.80000293376486,94.59833535679618,38.38302211393459,132.98135747073076,27.818645463034105
58,8.0,74.0,11.0,84.0,50.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,1.0,0.0,-2.0,449.9999999999999,449.9999999999999,1239.8400000000004,0.4220018308416802,884.6960902282804,31.83893499097065,123.0,140.0,72.00000000000001,202.8692843528591,94.66850987551815,79.33386492924684,174.002374804765,28.866909548094085
20,8.0,74.0,14.0,88.0,50.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,449.9999999999999,799.9999999999999,1453.491,0.33157286708989153,1070.4881672143872,32.83232997316819,123.0,151.5,78.0,159.4150096005162,94.87066128185053,38.38311354246469,133.25377482431523,26.161234776200985
