,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
7,9.0,31.0,19.0,100.0,64.0,3500.0,24.0,24.0,11.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0,1523.8800000000006,0.5184070783703115,544.9179235682585,32.309394656732785,83.0,180.00000000000003,102.00000000000001,206.28141566841288,96.22686571125944,67.72542222536948,163.95228793662892,42.32912773178396
27,9.0,35.0,12.0,97.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,1015.56,0.7270042122859843,671.300113052052,31.84884743205786,84.0,155.0,78.0,241.1926121390497,116.87961492433337,82.7396882093524,199.61930313368578,41.573309005363946
28,9.0,32.0,21.0,100.0,74.0,3500.0,24.0,24.0,11.0,15.0,4.0,5.0,2.0,2.0,0.0,0.0,1807.512,0.4543776326787402,527.129028670668,32.07461341129656,84.0,185.5,115.99999999999999,189.6442071525601,86.59383490703297,59.385801740721064,145.97963664775403,43.66457050480607
74,9.0,33.0,19.0,99.0,74.0,3500.0,24.0,24.0,10.0,14.0,4.0,5.0,2.0,2.0,0.0,0.0,1708.8400000000001,0.48698846755998954,506.70549960017416,31.927870516820864,85.0,179.50000000000003,111.99999999999999,190.30075378003784,86.55675647487321,59.366326116641225,145.92308259151443,44.37767118852339
48,9.0,33.0,19.0,99.0,74.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0,1670.76,0.4869884675599896,505.1596098947141,31.778891136371286,85.0,175.50000000000003,111.99999999999999,191.508803933649,86.29882727325884,60.83230547186676,147.1311327451256,44.37767118852341
91,9.0,33.0,19.0,99.0,74.0,3500.0,24.0,24.0,10.0,11.0,4.0,5.0,2.0,2.0,0.0,0.0,1680.2800000000002,0.48698846755998954,505.33576302822456,31.872266603637822,85.0,176.50000000000003,111.99999999999999,190.79429364404461,86.48169945803072,59.93492299749051,146.41662245552124,44.37767118852339
51,9.0,31.0,24.0,95.0,92.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,2227.400000000001,0.4104056037098299,609.2841950742702,31.757782318053327,86.0,185.00000000000003,140.0,172.36491234997217,68.51229604969959,54.97741840098191,123.4897144506815,48.87519789929067
72,9.0,31.0,22.0,97.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1976.8820000000005,0.4477152040470872,556.3505271370926,31.79984771550161,86.0,181.00000000000003,127.0,179.25096419363553,73.27119059375894,58.69429934115646,131.9654899349154,47.285474258720114
44,9.0,31.0,25.0,93.0,92.0,3500.0,25.0,25.0,12.0,12.0,5.0,6.0,3.0,3.0,0.0,0.0,2265.3260000000005,0.3939893795614367,613.7188446023675,31.772104218590485,86.0,185.50000000000003,142.00000000000003,171.42074384296268,69.83628149949872,53.48618192029278,123.3224634197915,48.098280423171175
45,9.0,31.0,25.0,95.0,92.0,3500.0,25.0,25.0,12.0,12.0,5.0,6.0,3.0,3.0,0.0,0.0,2289.7500000000005,0.3939893795614366,590.8312600025506,32.13789279633945,86.0,187.50000000000003,142.00000000000003,170.39811704950836,69.41811782573197,52.88171880060524,122.29983662633721,48.09828042317114
60,9.0,31.0,24.0,95.0,92.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,3.0,4.0,0.0,0.0,2203.3200000000006,0.41040560370983004,609.3047720913358,31.811198570628957,86.0,183.00000000000003,140.0,173.23105413579592,68.44378532865922,55.91207090784601,124.35585623650522,48.87519789929069
38,9.0,31.0,23.0,98.0,92.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,3.0,4.0,0.0,0.0,2183.7120000000004,0.4282493256102573,562.1940919313096,31.826270970206817,86.0,184.00000000000003,138.0,174.45924386475815,68.61748159720514,56.12334443405975,124.7408260312649,49.71841783349325
25,9.0,31.0,23.0,95.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,2008.0140000000006,0.4282493256102573,596.2430441848659,31.879273077189232,86.0,181.00000000000003,129.0,178.38784197757712,73.35840093281958,58.55352872214427,131.91192965496384,46.47591232261327
96,9.0,31.0,24.0,100.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2140.540000000001,0.41040560370982987,611.4134183436817,33.013095446372766,86.0,190.00000000000003,131.0,176.0139865080595,73.0255328706003,57.25523274598009,130.2807656165804,45.73322089147912
89,9.0,31.0,23.0,100.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2085.672,0.4282493256102573,569.1056972094591,32.52306228938638,86.0,188.00000000000003,129.0,176.8351905485279,73.04373681053438,57.315541415380274,130.35927822591466,46.47591232261324
30,9.0,31.0,25.0,100.0,92.0,3500.0,25.0,25.0,12.0,12.0,5.0,6.0,3.0,3.0,0.0,0.0,2350.810000000001,0.3939893795614367,586.3431088144176,32.85555453098743,86.0,192.50000000000003,142.00000000000003,170.14001239987158,69.315081639678,52.726650337022406,122.0417319767004,48.09828042317116
43,9.0,32.0,23.0,95.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2053.8090000000007,0.4148665341849367,610.967859099956,31.809810643838233,87.00000000000001,183.00000000000003,129.0,177.3278565168744,74.034060713101,57.89706348692354,131.93112420002456,45.39673231684985
41,9.0,32.0,25.0,103.0,92.0,3500.0,25.0,25.0,12.0,12.0,5.0,6.0,3.0,3.0,0.0,0.0,2415.207000000001,0.38167721145014183,602.2495401012411,32.87321625573764,87.00000000000001,195.50000000000003,142.00000000000003,169.99170687729116,69.8693783470751,53.14089982550021,123.01027817257531,46.98142870471587
78,9.0,32.0,24.0,100.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2165.4300000000007,0.39758042859389775,626.3174994800925,33.02566306038205,87.00000000000001,190.00000000000003,131.0,175.98186222300157,73.64109365883608,57.669482234457895,131.310575893294,44.6712863297076
88,9.0,32.0,24.0,95.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2108.4450000000006,0.39758042859389775,651.8849692729099,32.263441376351516,87.00000000000001,185.00000000000003,131.0,176.51397129105106,74.0059301438201,57.83675481752336,131.84268496134345,44.67128632970762
17,9.0,37.0,17.0,100.0,74.0,3500.0,24.0,24.0,10.0,11.0,4.0,5.0,2.0,2.0,0.0,0.0,1667.682,0.4854400145629785,505.9085003638827,32.00992239236911,89.0,173.50000000000003,108.0,194.10769321815044,89.97632993751235,61.43933942993291,151.41566936744525,42.6920238507052
11,9.0,37.0,17.0,97.0,74.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0,1629.2339999999997,0.4854400145629785,529.7325205652461,31.74041082863846,89.0,169.5,108.0,195.06264750940164,90.11263370917462,62.25798994952184,152.37062365869645,42.6920238507052
86,9.0,41.0,13.0,99.0,64.0,3500.0,23.0,23.0,9.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,1308.1499999999999,0.5728738633398,576.2252734413306,31.75429038644579,90.0,161.5,90.0,216.42339394965433,106.11609855882654,70.0922243450813,176.20832290390786,40.215071045746505
94,9.0,41.0,13.0,99.0,64.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1300.05,0.5728738633398001,575.5144689231423,31.743700031173198,90.0,160.5,90.0,216.42930046626617,106.34906487317078,69.8651645473489,176.21422942051967,40.21507104574651
76,9.0,41.0,10.0,97.0,54.0,3500.0,23.0,23.0,9.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0,1012.3200000000002,0.7447360223417401,660.1743479277217,31.819169407846648,90.0,152.00000000000003,74.0,242.73503703079712,116.4643967637944,86.11966199272722,202.5840587565216,40.15097827427551
14,9.0,41.0,14.0,99.0,64.0,3500.0,23.0,23.0,9.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,1353.78,0.5319543016726714,589.9340522405414,32.279435454502725,90.0,163.5,92.0,215.49307031354658,106.46412969278936,70.11389960759168,176.57802930038105,38.91504101316552
62,9.0,35.0,19.0,99.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1927.5300000000004,0.45916055512799026,551.5724712186551,31.90414697923329,90.00000000000001,177.00000000000003,121.0,181.3213968496784,76.2054319437093,59.21499966473056,135.42043160843986,45.90096524123854
95,9.0,35.0,19.0,99.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,1949.3100000000004,0.4591605551279901,551.7486243521657,31.81866464730089,90.00000000000001,179.00000000000003,121.0,180.23120528396905,76.28538164417517,58.044858398555355,134.33024004273054,45.90096524123851
34,9.0,36.0,19.0,96.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1915.9140000000002,0.44640609526332375,547.0748826186538,31.800173061135183,91.00000000000001,174.00000000000003,121.0,182.5993432649108,77.20166252277976,60.44368288246826,137.645345405248,44.95399785966277
5,9.0,46.0,10.0,88.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,998.26,0.6637864546958987,698.4610436940351,31.91417028145231,95.0,142.00000000000003,74.0,244.03853783172937,118.76896991506455,88.3959806858447,207.16495060090926,36.87358723082013
4,9.0,46.0,10.0,87.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,1.0,991.23,0.6637864546958988,699.5138813735256,31.817114564446015,95.0,141.0,74.0,256.98088523000246,119.26757405738016,100.83972394180216,220.10729799918232,36.87358723082015
21,9.0,46.0,10.0,91.0,63.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,2.0,3.0,0.0,0.0,1143.325,0.6637864546958988,528.6252493441127,31.85513154306226,95.0,145.00000000000003,83.0,229.4746341275981,105.67444142578573,82.44197999697354,188.1164214227593,41.358212704838834
0,9.0,47.0,10.0,84.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,1.0,980.3520000000001,0.6496633386385393,702.3569270118861,32.07705302427448,96.0,138.0,74.0,260.7258994850846,120.43682845581918,103.99766699814576,224.43449545396493,36.291404031119676
29,9.0,47.0,10.0,85.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,1.0,987.456,0.6496633386385393,702.5165026343532,32.16706404964135,96.0,139.0,74.0,260.50398815073686,120.44316111025255,103.76942300936467,224.21258411961722,36.29140403111965
31,9.0,47.0,10.0,89.0,63.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,2.0,3.0,0.0,0.0,1139.4240000000002,0.6496633386385394,541.301034501976,31.956151603143756,96.0,143.00000000000003,83.0,231.62104986299323,106.05909751376156,84.85672890892175,190.91582642268332,40.705223440309915
82,8.0,42.0,29.0,100.0,76.0,3500.0,25.0,25.0,11.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2599.6000000000004,0.282027496145425,772.9775497995805,31.773220303218398,97.0,200.0,134.0,168.24135863246653,71.4701350509302,56.90035841567878,128.370493466609,39.87086516585756
13,9.0,46.0,13.0,97.0,74.0,3500.0,24.0,24.0,10.0,12.0,4.0,5.0,2.0,2.0,0.0,0.0,1602.3000000000002,0.5106049651506914,552.547587842746,31.849990705268027,98.0,163.5,100.0,197.44343402823478,90.83955077297246,65.5678295639702,156.40738033694265,41.0360536912921
33,8.0,43.0,29.0,100.0,76.0,3500.0,25.0,25.0,11.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2626.4000000000005,0.27546871716529886,826.757533184256,32.02454814723715,98.0,200.0,134.0,167.7356871623386,71.23316058054283,57.31990612682527,128.5530667073681,39.18262045497051
53,9.0,46.0,13.0,97.0,74.0,3500.0,24.0,24.0,10.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0,1582.7000000000003,0.5106049651506914,552.3289493595424,31.866808806927978,98.0,161.5,100.0,198.65764249061363,90.84144755582611,66.78014124349542,157.62158879932153,41.0360536912921
63,9.0,47.0,12.0,97.0,74.0,3500.0,24.0,24.0,10.0,12.0,4.0,5.0,2.0,2.0,0.0,0.0,1566.873,0.541386115532116,503.4803201662354,32.02122596469766,99.0,161.5,98.0,199.97994734448633,90.65881238879518,67.32551428435251,157.98432667314768,41.99562067133866
6,9.0,47.0,12.0,96.0,74.0,3500.0,24.0,24.0,10.0,11.0,4.0,5.0,2.0,2.0,0.0,0.0,1547.4690000000003,0.541386115532116,515.0905160278438,31.765922169882696,99.0,159.5,98.0,200.96243341935144,90.76569296609453,68.20111978191825,158.96681274801279,41.995620671338685
18,8.0,46.0,25.0,104.0,84.0,3500.0,25.0,25.0,15.0,12.0,5.0,6.0,2.0,3.0,4.0,0.0,2659.431000000001,0.29870390461315444,690.2802515654591,31.802833049375753,101.0,196.50000000000003,134.0,166.02434320409373,71.69316090129571,52.72879516489735,124.42195606619306,41.60238713790068
83,9.0,46.0,14.0,100.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1883.4480000000003,0.474133181925642,554.5616817975075,32.32194008296899,101.0,168.0,111.0,185.40704304488992,78.63935206805941,63.64837106229642,142.28772313035583,43.119319914534074
80,8.0,46.0,26.0,106.0,84.0,3500.0,25.0,25.0,15.0,12.0,5.0,6.0,2.0,3.0,4.0,0.0,2754.0680000000007,0.2872152928972639,701.4279941027738,31.76084634765692,101.0,200.5,136.0,165.9094893313868,71.9921454163345,52.901874153602314,124.8940195699368,41.01546976144998
37,8.0,46.0,25.0,107.0,76.0,3500.0,25.0,25.0,11.0,11.0,5.0,5.0,2.0,3.0,0.0,0.0,2519.7480000000005,0.2987039046131545,714.1100680833639,31.79244713637935,101.0,198.0,126.0,169.1694779939348,72.30807144507644,57.74274401620551,130.05081546128196,39.11866253265287
75,8.0,46.0,26.0,104.0,84.0,3500.0,25.0,25.0,15.0,12.0,5.0,6.0,2.0,3.0,4.0,0.0,2726.596000000001,0.2872152928972639,701.4279941027738,31.76084634765692,101.0,198.50000000000003,136.0,165.90948933138682,71.9921454163345,52.901874153602314,124.8940195699368,41.01546976145001
73,9.0,46.0,14.0,97.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1849.8150000000003,0.4741331819256419,554.6304417134863,31.867145258558647,101.0,165.0,111.0,185.60480077568747,78.8728161401297,63.612664721023684,142.48548086115338,43.11931991453408
70,9.0,46.0,13.0,100.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1827.4940000000004,0.5106049651506914,535.3859051517111,31.77298564786479,101.0,166.0,109.00000000000001,186.69905760684188,78.1796882691506,63.790070814182876,141.96975908333349,44.729298523508405
39,8.0,46.0,25.0,104.0,76.0,3500.0,25.0,25.0,11.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,2468.8440000000005,0.2987039046131545,705.5978334811475,31.757951733337812,101.0,194.00000000000003,126.0,169.73843589914225,72.21889700429617,58.400876362193216,130.61977336648937,39.118662532652884
67,8.0,46.0,25.0,109.0,76.0,3500.0,25.0,25.0,11.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,2557.9260000000004,0.2987039046131545,720.6867481647587,31.80617676155066,101.0,201.0,126.0,168.43469491395388,72.1518611221706,57.164171259130384,129.316032381301,39.11866253265287
46,9.0,46.0,14.0,100.0,83.0,3500.0,25.0,25.0,10.0,12.0,5.0,5.0,2.0,3.0,0.0,0.0,1905.8700000000003,0.4741331819256421,554.7803202807111,32.18831478257968,101.0,170.0,111.0,184.61601303796294,78.56906632854754,62.92762679488133,141.49669312342886,43.11931991453408
8,8.0,46.0,28.0,104.0,84.0,3500.0,25.0,25.0,14.0,12.0,5.0,6.0,3.0,3.0,0.0,0.0,2863.350000000001,0.2666999148331736,792.1281609232382,31.809841297408653,101.0,202.5,140.0,162.00690247063827,68.45617735721943,53.582013263749324,122.03819062096875,39.9687118496695
64,8.0,46.0,28.0,100.0,84.0,3500.0,25.0,25.0,11.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,2799.7200000000007,0.2666999148331736,843.6537738500798,31.763236321062983,101.0,198.0,140.0,163.5834252982132,68.60435390259532,55.01035954594838,123.61471344854371,39.9687118496695
57,8.0,46.0,29.0,98.0,84.0,3500.0,25.0,25.0,14.0,12.0,5.0,6.0,3.0,3.0,0.0,0.0,2846.8870000000006,0.25750336604582275,879.4446639419302,31.814648838156327,101.0,198.5,142.00000000000003,163.3498890073786,69.45929352210825,54.39006891914094,123.84936244124918,39.50052656612941
50,8.0,46.0,28.0,100.0,84.0,3500.0,25.0,25.0,11.0,10.0,5.0,5.0,3.0,4.0,0.0,1.0,2771.4400000000005,0.2666999148331736,845.4365826246325,31.835561304205736,101.0,196.0,140.0,164.47896790855077,68.5753594844989,55.93489657438235,124.51025605888125,39.9687118496695
54,9.0,47.0,13.0,97.0,83.0,3500.0,25.0,25.0,10.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,1812.2340000000002,0.4997410297219531,537.9062149560987,31.843127502158314,102.00000000000001,163.0,109.00000000000001,187.6559199633858,78.7544222312651,64.87841327918176,143.63283551044685,44.02308445293894
97,8.0,46.0,29.0,108.0,99.0,3500.0,26.0,26.0,15.0,12.0,6.0,6.0,3.0,5.0,3.0,0.0,3428.880000000001,0.2575033660458228,800.5428975526772,31.901499433790235,104.00000000000001,210.00000000000003,157.0,155.00122578350522,63.10393416427789,48.224174218647626,111.3281083829255,43.67311740057972
52,8.0,46.0,29.0,104.0,99.0,3500.0,26.0,26.0,15.0,12.0,6.0,6.0,3.0,5.0,3.0,0.0,3363.568,0.2575033660458228,794.5345101623569,31.846597910927837,104.00000000000001,206.00000000000003,157.0,155.22230603948492,62.99389019349828,48.55529844540694,111.54918863890522,43.673117400579706
36,8.0,46.0,29.0,100.0,85.0,3500.0,26.0,26.0,14.0,12.0,6.0,6.0,2.0,3.0,0.0,0.0,3004.1440000000007,0.2575033660458228,852.5174660578771,31.83525797364371,104.00000000000001,202.0,143.00000000000003,160.31879031778408,66.50691430712237,54.033176722235595,120.54009102935797,39.77869928842611
16,8.0,46.0,29.0,104.0,85.0,3500.0,26.0,26.0,14.0,12.0,6.0,6.0,2.0,3.0,0.0,1.0,3063.6320000000005,0.2575033660458228,811.9609431700836,32.204852983573296,104.00000000000001,206.00000000000003,143.00000000000003,159.67248910339566,66.20950592120687,53.684283893762725,119.8937898149696,39.77869928842609
81,8.0,46.0,29.0,100.0,91.0,3500.0,26.0,26.0,14.0,12.0,6.0,6.0,2.0,4.0,-2.0,0.0,3130.1920000000005,0.2575033660458228,855.0021795872417,31.85453275345457,104.00000000000001,202.0,149.0,159.1547494038556,66.06624223459661,51.640771547052736,117.70701378164935,41.447735622206224
9,8.0,46.0,29.0,99.0,85.0,3500.0,26.0,26.0,12.0,12.0,6.0,6.0,2.0,3.0,0.0,0.0,2989.272000000001,0.2575033660458228,870.8216502121239,31.823485820869735,104.00000000000001,201.0,143.00000000000003,161.42537351007033,67.2442825724214,54.40239164922283,121.64667422164422,39.77869928842611
19,8.0,46.0,29.0,100.0,99.0,3500.0,26.0,26.0,12.0,12.0,6.0,6.0,3.0,5.0,-3.0,0.0,3298.2560000000003,0.25750336604582275,836.3172326880069,31.74453734919633,104.00000000000001,202.0,157.0,155.9794142034628,63.492921619282534,48.8133751836006,112.30629680288314,43.673117400579684
35,8.0,46.0,29.0,100.0,93.0,3500.0,26.0,26.0,11.0,12.0,6.0,5.0,3.0,5.0,0.0,0.0,3164.3560000000007,0.2575033660458228,873.5539495447558,31.75263992422723,104.00000000000001,201.5,151.0,158.2968456996051,62.898898035380476,53.39386659742501,116.29276463280549,42.00408106679961
68,8.0,47.0,29.0,108.0,99.0,3500.0,26.0,26.0,15.0,12.0,6.0,6.0,3.0,5.0,3.0,0.0,3461.8500000000013,0.2520245710235713,802.0592578431332,31.885170609754347,105.00000000000001,210.00000000000003,157.0,154.9795078334842,63.56789781156497,48.42803104541538,111.99592885698036,42.983578976503836
40,8.0,47.0,29.0,104.0,93.0,3500.0,26.0,26.0,12.0,12.0,6.0,6.0,3.0,4.0,0.0,0.0,3266.13,0.2520245710235713,822.1980008094436,31.93747973389252,105.00000000000001,206.00000000000003,151.0,157.08658102644944,63.40027240990273,52.34541418691565,115.74568659681839,41.34089442963108
