,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,strand1,strand2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
3,9.0,30.0,17.0,94.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1126.224,0.59870935129434,713.1652675716829,32.56370635831566,79.0,162.0,88.0,179.26380668174264,77.66828148479554,60.969418258209004,138.63769974300453,40.62610693873809
53,9.0,30.0,17.0,87.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1077.5600000000002,0.5987093512943401,735.9047909722316,31.875329556211632,79.0,155.00000000000003,88.0,178.693332843347,77.84592254080455,60.22130336380435,138.0672259046089,40.626106938738104
52,9.0,32.0,14.0,99.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1069.362,0.6815664490181105,673.5961493333646,31.74285563991189,81.0,161.0,82.0,182.40967243471863,77.97049611180603,62.77214227138314,140.74263838318916,41.667034051529455
18,9.0,33.0,13.0,100.0,54.0,3500.0,23.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1049.6000000000001,0.7117523756646001,663.8127185362091,31.763335757723947,82.0,160.0,80.0,183.9421284417138,78.58499820216834,63.38161300956213,141.96661121173048,41.97551722998333
15,9.0,35.0,12.0,99.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1028.664,0.7270042122859844,653.6804684427257,31.789708712432482,84.0,157.0,78.0,186.75005702156307,80.27749255782793,64.89925545837119,145.1767480161991,41.57330900536395
16,9.0,36.0,12.0,97.0,54.0,3500.0,23.0,23.0,9.0,8.0,3.0,3.0,1.0,1.0,0.0,-1.0,449.9999999999999,449.9999999999999,1027.65,0.7068096508335959,646.3555484175993,31.816639282998366,85.0,155.0,78.0,188.39452902921238,82.10780596996108,65.57109901465753,147.6789049846186,40.71562404459375
50,9.0,35.0,17.0,97.0,64.0,3500.0,24.0,24.0,9.0,9.0,4.0,4.0,1.0,1.0,0.0,-2.0,799.9999999999999,799.9999999999999,1432.3680000000004,0.5131794439665771,577.6730583623062,31.784498054735735,87.00000000000001,168.0,98.0,124.88038920466303,47.224702814484736,37.29040479186824,84.51510760635298,40.365281598310055
21,9.0,35.0,14.0,99.0,64.0,3500.0,24.0,24.0,8.0,8.0,4.0,3.0,1.0,1.0,0.0,-2.0,799.9999999999999,449.9999999999999,1300.65,0.6231464676737009,504.5132095328649,31.834055132172246,87.00000000000001,162.5,92.0,156.56390349583125,46.237873302392735,66.57712456925233,112.81499787164506,43.748905624186186
4,9.0,35.0,17.0,99.0,66.0,3500.0,24.0,24.0,9.0,9.0,4.0,4.0,1.0,1.0,1.0,-1.0,799.9999999999999,799.9999999999999,1479.0000000000002,0.5131794439665771,563.6654620768827,32.01636734484554,87.00000000000001,170.0,100.0,125.2915717681296,46.66207414790335,37.44043476480782,84.10250891271116,41.18906285541843
43,9.0,35.0,14.0,97.0,64.0,3500.0,24.0,24.0,8.0,8.0,4.0,3.0,1.0,1.0,0.0,-10.0,799.9999999999999,449.9999999999999,1284.642,0.6231464676737009,510.14578479720615,31.8873271571211,87.00000000000001,160.5,92.0,156.45862086492198,46.60132452614133,66.10839071459449,112.70971524073582,43.748905624186165
