,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
81,9.0,31.0,18.0,95.0,63.0,3500.0,23.0,23.0,10.0,10.0,3.0,4.0,2.0,1.0,0.0,3.0,1326.6000000000004,0.5472074716131066,536.6803787617521,31.801046256798998,80.0,167.5,99.0,215.32501926945298,98.82371015923738,73.74006296429795,172.56377312353533,42.761246145917646
29,9.0,31.0,18.0,99.0,64.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1364.0000000000002,0.5472074716131065,509.7172661570889,31.804013249167294,80.0,170.5,100.0,211.86787196784505,99.54659317199398,69.12810087068178,168.67469404267575,43.19317792516931
88,9.0,31.0,17.0,95.0,55.0,3500.0,23.0,23.0,10.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,1178.3600000000001,0.5793961464138775,597.312779114544,31.88276153838563,80.0,165.5,89.0,226.68810397250542,112.83544356603264,73.7498677430731,186.58531130910575,40.10279266339969
53,9.0,31.0,18.0,100.0,64.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,1372.0000000000002,0.5472074716131066,501.4097435730036,31.82964810509682,80.0,171.5,100.0,211.15920307029387,99.49849177761678,68.46753336750778,167.96602514512455,43.1931779251693
8,9.0,31.0,18.0,95.0,63.0,3500.0,23.0,23.0,10.0,9.0,3.0,4.0,2.0,1.0,0.0,3.0,1318.6800000000003,0.5472074716131066,536.2403878138344,31.79741124475273,80.0,166.5,99.0,215.55196109828842,98.96681270264408,73.8239022497267,172.79071495237076,42.761246145917646
98,9.0,31.0,17.0,96.0,55.0,3500.0,23.0,23.0,10.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,1185.48,0.5793961464138775,584.9500871191184,31.893432404788168,80.0,166.5,89.0,226.47893455206554,112.78361900477994,73.59252288388592,186.37614188866587,40.10279266339969
47,9.0,31.0,17.0,95.0,55.0,3500.0,23.0,23.0,10.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1171.24,0.5793961464138775,596.8727881666264,31.92901239525363,80.0,164.5,89.0,226.91504580134085,112.97854610943934,73.83370702850185,186.81225313794118,40.10279266339969
86,9.0,31.0,18.0,96.0,63.0,3500.0,23.0,23.0,10.0,10.0,3.0,4.0,2.0,1.0,0.0,3.0,1334.5200000000002,0.5472074716131066,526.8745608342853,31.843138695426102,80.0,168.5,99.0,215.1158498490131,98.77188559798466,73.58271810511077,172.35460370309545,42.761246145917646
63,9.0,32.0,17.0,108.0,55.0,3500.0,23.0,23.0,9.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,1286.8065000000001,0.5612900168384438,557.336240563073,32.62698595976951,81.0,178.50000000000003,89.0,223.76594740760032,112.77573977395339,71.8186098592728,184.5943496332262,39.17159777437414
34,9.0,32.0,18.0,97.0,63.0,3500.0,23.0,23.0,10.0,10.0,3.0,4.0,2.0,1.0,0.0,3.0,1359.2205000000001,0.5301072381251969,556.258513809028,32.097554830614605,81.0,169.5,99.0,214.06231646060868,98.76643021397847,73.52756481280585,172.29399502678433,41.76832143382436
74,9.0,32.0,17.0,100.0,55.0,3500.0,23.0,23.0,9.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,1229.1345000000001,0.5612900168384438,590.1909701722414,32.57864905360128,81.0,170.5,89.0,224.4977233332902,112.25622692858279,73.06989863033326,185.32612555891603,39.17159777437414
90,9.0,32.0,16.0,110.0,55.0,3500.0,23.0,23.0,9.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1250.8425000000002,0.5963706428908466,519.6173804265602,31.780284278625277,81.0,177.50000000000003,87.0,224.30289898601592,112.21844511969802,72.03616664140064,184.25461176109866,40.04828722491724
84,9.0,32.0,16.0,104.0,55.0,3500.0,23.0,23.0,10.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,1215.6075,0.5963706428908466,543.2457396163043,31.740297365110308,81.0,172.50000000000003,87.0,225.04947473840753,112.00138570577921,72.99980180771108,185.0011875134903,40.04828722491721
