,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
12,9.0,30.0,17.0,97.0,55.0,3500.0,23.0,23.0,16.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1170.6615000000002,0.5987093512943401,501.8449052608416,31.897049482838295,79.0,166.5,89.0,232.90959165966274,118.51962775234585,73.30219666245675,191.82182441480262,41.08776724486011
21,9.0,30.0,17.0,98.0,55.0,3500.0,23.0,24.0,16.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1184.7234999999998,0.59870935129434,511.2670027056542,31.81789231382661,79.0,168.5,89.0,232.49815915780846,118.10420488550969,73.30618702743867,191.41039191294834,41.087767244860125
17,9.0,30.0,17.0,100.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1198.7855000000002,0.5987093512943401,502.9920085233009,31.990240580589273,79.0,170.5,89.0,230.08618897223334,117.36109029670884,71.63733143066436,188.9984217273732,41.08776724486015
63,9.0,35.0,14.0,97.0,55.0,3500.0,23.0,23.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1119.0060000000003,0.6231464676737009,508.5567962975337,31.754203069062893,84.0,160.5,83.0,236.77380214985826,121.91010907167801,75.3945716998384,197.30468077151642,39.46912137834187
65,9.0,35.0,14.0,100.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1146.894,0.6231464676737007,503.9203104758267,31.848646634141193,84.0,164.5,83.0,234.48964885301146,121.45279842200028,73.56772905266928,195.02052747466956,39.46912137834189
68,9.0,35.0,14.0,99.0,55.0,3500.0,23.0,24.0,13.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,1139.9220000000003,0.6231464676737009,502.45086049164456,31.741835292620582,84.0,163.5,83.0,236.74026903112562,121.94891923743987,75.32222841534389,197.27114765278375,39.46912137834187
59,9.0,35.0,17.0,93.0,64.0,3500.0,24.0,24.0,16.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,1398.2640000000004,0.5131794439665771,530.0986026599762,31.77282128494286,87.00000000000001,164.0,98.0,207.1626305505388,98.84875872088865,67.94859023134009,166.79734895222873,40.365281598310055
76,9.0,35.0,17.0,98.0,82.0,3500.0,24.0,24.0,13.0,9.0,4.0,4.0,3.0,3.0,0.0,2.0,1705.5480000000005,0.5131794439665771,526.5843339459877,31.81409509180067,87.00000000000001,169.0,116.0,187.9751114473546,78.62323281051586,61.57256572455339,140.19579853506926,47.77931291228536
73,9.0,35.0,16.0,92.0,64.0,3500.0,24.0,24.0,16.0,9.0,4.0,4.0,1.0,1.0,0.0,4.0,1344.6720000000003,0.5452531592144882,509.7768658560514,32.2477242838885,87.00000000000001,161.0,96.0,215.99051450331797,98.42345989147115,76.21124202280909,174.63470191428024,41.355812589037726
37,9.0,35.0,19.0,99.0,82.0,3500.0,24.0,24.0,16.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,1832.2200000000003,0.45916055512799014,528.2218118816137,31.925851609810987,87.00000000000001,175.50000000000003,120.0,177.3700035569936,78.91893641924659,52.929448716684036,131.84838513593064,45.52161842106296
38,9.0,35.0,19.0,100.0,82.0,3500.0,24.0,24.0,14.0,14.0,4.0,5.0,3.0,3.0,0.0,0.0,1884.4200000000003,0.45916055512799014,516.6945711700139,31.96015975443639,87.00000000000001,180.50000000000003,120.0,175.3642018484309,78.9370300392412,50.90555338812671,129.8425834273679,45.521618421062975
39,9.0,35.0,18.0,100.0,82.0,3500.0,24.0,24.0,13.0,9.0,4.0,4.0,3.0,4.0,0.0,0.0,1776.0180000000003,0.48466947485732287,532.3610161241274,31.980168107612457,87.00000000000001,173.00000000000003,118.00000000000001,182.81864748921708,78.59635480976634,57.63210432285187,136.2284591326182,46.59018835659889
