,N1,w1,l1,l2,h1,per,space1,space2,space3,space4,coil_width1,coil_width2,move_z1,move_z2,offset_z1,offset_z2,strand1,strand2,V,B,Lmt,Llt,w,l,h,total_loss,copperloss_tx,copperloss_rx,copperloss,coreloss
3,7.0,98.0,28.0,95.0,87.0,3500.0,25.0,25.0,14.0,13.0,5.0,8.0,1.0,1.8,0.0,0.0,1249.9999999999998,3199.9999999999995,4277.344500000001,0.28613868413588306,1276.8921832289193,33.00194655232296,153.00000000000003,195.5,143.00000000000003,292.3602596182735,37.40350396263888,12.563646863024129,49.96715082566301,242.39310879261052
75,7.0,98.0,28.0,95.0,87.0,3500.0,25.0,25.0,14.0,13.0,5.0,7.800000000000001,1.0,2.0,0.0,0.0,1249.9999999999998,3042.0,4275.1566,0.28613868413588306,1276.8921832289193,33.00194655232296,153.00000000000003,195.39999999999998,143.00000000000003,293.11846804552493,37.39378929243294,13.331569960481515,50.72535925291446,242.39310879261052
39,7.0,98.0,28.0,95.0,87.0,3500.0,25.0,25.0,14.0,13.0,5.0,7.9,1.0,1.8,0.0,0.0,1249.9999999999998,3120.4999999999995,4276.250550000002,0.28613868413588306,1276.8921832289193,33.00194655232296,153.00000000000003,195.45000000000002,143.00000000000003,292.8054403581696,37.40350396263888,13.00882760292026,50.41233156555914,242.39310879261052
12,7.0,98.0,28.0,95.0,87.0,3500.0,25.0,25.0,14.0,13.0,5.0,7.800000000000001,1.0,1.8,0.0,0.0,1249.9999999999998,3042.0,4275.1566,0.28613868413588306,1276.8921832289193,33.00194655232296,153.00000000000003,195.39999999999998,143.00000000000003,293.11846804552493,37.39378929243294,13.331569960481515,50.72535925291446,242.39310879261052
2,7.0,99.0,28.0,95.0,90.0,3500.0,25.0,25.0,14.0,13.0,5.0,7.9,1.3,2.3000000000000003,0.0,0.0,1249.9999999999998,3120.4999999999995,4394.497800000001,0.2832483943971368,1332.0603064906697,33.01192868540121,154.00000000000003,195.45000000000002,146.0,292.10239114370154,37.346812801798976,12.959904361285371,50.30671716308434,241.79567398061715
90,7.0,99.0,28.0,95.0,90.0,3500.0,25.0,25.0,14.0,13.0,5.0,7.9,1.4000000000000001,2.3000000000000003,0.0,0.0,1249.9999999999998,3120.4999999999995,4394.497800000001,0.2832483943971368,1332.0603064906697,33.01192868540121,154.00000000000003,195.45000000000002,146.0,292.10239114370154,37.346812801798976,12.959904361285371,50.30671716308434,241.79567398061715
6,7.0,102.0,28.0,96.0,90.0,3500.0,25.0,25.0,18.0,14.0,5.0,8.8,1.3,1.3,0.0,0.0,1249.9999999999998,3872.0,4536.2638,0.2749175592678092,1358.452604327882,33.03026561976692,157.00000000000003,197.9,146.0,282.13432715244807,38.04727931407112,11.760480785054416,49.80776009912553,232.32656705332255
7,7.0,102.0,28.0,96.0,90.0,3500.0,25.0,26.0,14.0,13.0,5.0,7.9,1.4000000000000001,2.3000000000000003,0.0,0.0,1249.9999999999998,3120.4999999999995,4525.948900000001,0.27491755926780925,1364.5076732107743,32.96005575727637,157.00000000000003,197.45000000000002,146.0,283.7131900859638,38.012461857220174,13.374161175420955,51.386623032641126,232.32656705332266
61,7.0,102.0,28.0,96.0,90.0,3500.0,25.0,26.0,14.0,13.0,5.0,7.9,1.3,2.3000000000000003,0.0,0.0,1249.9999999999998,3120.4999999999995,4525.948900000001,0.27491755926780925,1364.5076732107743,32.96005575727637,157.00000000000003,197.45000000000002,146.0,283.7131900859638,38.012461857220174,13.374161175420955,51.386623032641126,232.32656705332266
86,7.0,103.0,28.0,96.0,90.0,3500.0,25.0,26.0,14.0,13.0,5.0,7.9,1.3,2.3000000000000003,0.0,0.0,1249.9999999999998,3120.4999999999995,4554.776600000001,0.2722484567506461,1371.3987220097356,32.95399053947517,158.00000000000003,197.45000000000002,146.0,280.4714724530773,38.09431131659226,13.374161175420955,51.46847249201322,229.00299996106406
18,7.0,103.0,27.0,95.0,90.0,3500.0,25.0,25.0,14.0,13.0,5.0,7.9,1.3,2.3000000000000003,0.0,0.0,1249.9999999999998,3120.4999999999995,4401.374400000001,0.28233173292659586,1358.9504481721758,33.03074650520947,158.00000000000003,193.45000000000002,144.0,289.8664380427235,37.97777298061262,13.24480789753939,51.22258087815201,238.64385716457147
