3.000000000000000000e+00,1.060000000000000000e+02,2.100000000000000000e+01,5.900000000000000000e+01,9.000000000000000000e+01,2.200000000000000000e+03,9.000000000000000000e+00,1.100000000000000000e+01,4.100000000000000000e+01,1.600000000000000000e+01,3.500000000000000000e+00,2.500000000000000000e+00,3.500000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+00,-1.350000000000000000e+01,3.000000000000000000e+01,1.568872001924520134e+02,1.574504503340189956e+02
5.000000000000000000e+00,3.000000000000000000e+01,2.500000000000000000e+01,9.500000000000000000e+01,8.600000000000000000e+01,6.200000000000000000e+03,5.000000000000000000e+01,4.100000000000000000e+01,2.600000000000000000e+01,3.500000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+00,-9.500000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01,3.450161091498960104e+02,3.456067006488460152e+02
7.000000000000000000e+00,5.000000000000000000e+01,2.700000000000000000e+01,1.160000000000000000e+02,1.300000000000000000e+02,3.400000000000000000e+03,2.600000000000000000e+01,4.700000000000000000e+01,3.100000000000000000e+01,3.900000000000000000e+01,7.500000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,-5.000000000000000000e+00,1.650000000000000000e+01,3.000000000000000000e+01,4.987184679145989890e+02,4.982275705871820151e+02
6.000000000000000000e+00,4.700000000000000000e+01,4.300000000000000000e+01,8.500000000000000000e+01,8.300000000000000000e+01,1.600000000000000000e+03,3.800000000000000000e+01,1.000000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e-01,-1.150000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+01,3.267293561691020045e+02,3.258504600563529721e+02
2.000000000000000000e+00,8.200000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+01,5.200000000000000000e+03,1.100000000000000000e+01,3.200000000000000000e+01,4.800000000000000000e+01,2.500000000000000000e+01,3.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+00,-5.000000000000000000e+00,-8.500000000000000000e+00,3.000000000000000000e+01,6.103449847992899890e+01,6.167057908560659740e+01
5.000000000000000000e+00,1.330000000000000000e+02,3.600000000000000000e+01,8.300000000000000000e+01,1.150000000000000000e+02,1.000000000000000000e+03,3.600000000000000000e+01,2.700000000000000000e+01,3.600000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,-9.500000000000000000e+00,-3.500000000000000000e+00,3.000000000000000000e+01,3.053584851808399776e+02,3.050218967918549993e+02
2.000000000000000000e+00,1.330000000000000000e+02,5.000000000000000000e+01,4.200000000000000000e+01,1.090000000000000000e+02,9.700000000000000000e+03,8.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,-1.600000000000000000e+01,1.400000000000000000e+01,3.000000000000000000e+01,7.873954822140329952e+02,7.865067149756760045e+02
2.000000000000000000e+00,1.980000000000000000e+02,2.800000000000000000e+01,8.600000000000000000e+01,9.500000000000000000e+01,7.100000000000000000e+03,4.400000000000000000e+01,1.000000000000000000e+01,1.700000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,3.500000000000000000e+00,2.500000000000000000e+00,-1.150000000000000000e+01,1.500000000000000000e+00,3.000000000000000000e+01,4.668345463655800245e+02,4.671916039601269972e+02
2.000000000000000000e+00,6.600000000000000000e+01,2.500000000000000000e+01,7.600000000000000000e+01,7.700000000000000000e+01,5.500000000000000000e+03,3.500000000000000000e+01,2.100000000000000000e+01,4.100000000000000000e+01,3.000000000000000000e+01,4.500000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.950000000000000000e+01,-1.500000000000000000e+01,3.000000000000000000e+01,1.253928966605560049e+02,1.252643623142379994e+02
1.300000000000000000e+01,4.300000000000000000e+01,1.400000000000000000e+01,1.000000000000000000e+02,1.670000000000000000e+02,4.100000000000000000e+03,1.200000000000000000e+01,2.700000000000000000e+01,5.000000000000000000e+01,3.700000000000000000e+01,8.000000000000000000e+00,3.500000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e+00,-1.700000000000000000e+01,-1.450000000000000000e+01,3.000000000000000000e+01,8.876238826717750499e+02,8.936698136536930406e+02
2.000000000000000000e+00,3.400000000000000000e+01,2.100000000000000000e+01,9.800000000000000000e+01,7.100000000000000000e+01,8.300000000000000000e+03,3.800000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,4.600000000000000000e+01,6.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+00,-1.250000000000000000e+01,5.000000000000000000e-01,3.000000000000000000e+01,7.614395814168520360e+01,7.658095353829030216e+01
3.000000000000000000e+00,4.400000000000000000e+01,4.900000000000000000e+01,9.800000000000000000e+01,5.200000000000000000e+01,1.000000000000000000e+04,2.800000000000000000e+01,4.500000000000000000e+01,9.000000000000000000e+00,3.300000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,-5.000000000000000000e+00,-9.000000000000000000e+00,3.000000000000000000e+01,5.949289756652150345e+02,5.948405850975669864e+02
3.000000000000000000e+00,1.260000000000000000e+02,1.300000000000000000e+01,5.400000000000000000e+01,9.600000000000000000e+01,9.200000000000000000e+03,1.900000000000000000e+01,1.900000000000000000e+01,2.400000000000000000e+01,1.900000000000000000e+01,7.500000000000000000e+00,3.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-5.500000000000000000e+00,-1.350000000000000000e+01,3.000000000000000000e+01,5.182345972852069735e+02,5.190454187156690296e+02
1.000000000000000000e+01,1.450000000000000000e+02,1.700000000000000000e+01,1.000000000000000000e+02,1.500000000000000000e+02,1.200000000000000000e+03,4.000000000000000000e+01,2.500000000000000000e+01,3.300000000000000000e+01,4.100000000000000000e+01,9.500000000000000000e+00,8.000000000000000000e+00,3.500000000000000000e+00,3.500000000000000000e+00,3.500000000000000000e+00,-1.400000000000000000e+01,3.000000000000000000e+01,6.588775209444819438e+02,6.608969691663669437e+02
2.000000000000000000e+00,1.490000000000000000e+02,3.900000000000000000e+01,6.400000000000000000e+01,9.800000000000000000e+01,6.500000000000000000e+03,4.500000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,1.100000000000000000e+01,2.500000000000000000e+00,7.500000000000000000e+00,3.500000000000000000e+00,2.000000000000000000e+00,-1.600000000000000000e+01,7.000000000000000000e+00,3.000000000000000000e+01,4.637172321618530191e+02,4.627136711933080164e+02
4.000000000000000000e+00,1.690000000000000000e+02,2.900000000000000000e+01,1.000000000000000000e+02,7.600000000000000000e+01,2.100000000000000000e+03,4.300000000000000000e+01,1.100000000000000000e+01,2.900000000000000000e+01,4.200000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.500000000000000000e+00,1.300000000000000000e+01,-1.800000000000000000e+01,3.000000000000000000e+01,4.887117360637499814e+02,4.904607410006619830e+02
4.000000000000000000e+00,4.300000000000000000e+01,2.700000000000000000e+01,9.800000000000000000e+01,7.100000000000000000e+01,8.200000000000000000e+03,3.900000000000000000e+01,5.000000000000000000e+00,2.200000000000000000e+01,4.700000000000000000e+01,7.000000000000000000e+00,5.500000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,-1.300000000000000000e+01,3.000000000000000000e+01,4.769056304617470232e+02,4.772727240307809780e+02
5.000000000000000000e+00,3.500000000000000000e+01,2.100000000000000000e+01,9.100000000000000000e+01,8.600000000000000000e+01,2.400000000000000000e+03,1.000000000000000000e+01,3.800000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e-01,-1.500000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+01,1.325647431089579982e+02,1.306721258036760105e+02
8.000000000000000000e+00,1.580000000000000000e+02,1.100000000000000000e+01,7.000000000000000000e+01,1.200000000000000000e+02,2.600000000000000000e+03,4.100000000000000000e+01,2.400000000000000000e+01,2.600000000000000000e+01,2.100000000000000000e+01,5.500000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+00,5.000000000000000000e-01,-9.500000000000000000e+00,-1.050000000000000000e+01,3.000000000000000000e+01,8.804923839976030422e+02,8.814774026183749811e+02
4.000000000000000000e+00,9.200000000000000000e+01,1.000000000000000000e+01,9.900000000000000000e+01,6.800000000000000000e+01,3.300000000000000000e+03,2.300000000000000000e+01,9.000000000000000000e+00,3.400000000000000000e+01,4.100000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,4.500000000000000000e+00,-1.200000000000000000e+01,1.150000000000000000e+01,3.000000000000000000e+01,1.667758589440639980e+02,1.664640618316960001e+02
3.000000000000000000e+00,1.300000000000000000e+02,1.200000000000000000e+01,7.100000000000000000e+01,6.600000000000000000e+01,9.300000000000000000e+03,3.400000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,6.500000000000000000e+00,2.500000000000000000e+00,4.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,3.000000000000000000e+01,5.455558108910349802e+02,5.464961612252790246e+02
2.000000000000000000e+00,1.970000000000000000e+02,2.400000000000000000e+01,1.100000000000000000e+02,1.120000000000000000e+02,3.900000000000000000e+03,4.500000000000000000e+01,4.400000000000000000e+01,5.000000000000000000e+00,4.900000000000000000e+01,7.500000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e+00,-1.350000000000000000e+01,-6.000000000000000000e+00,3.000000000000000000e+01,1.848741417699789906e+02,1.850916639798400070e+02
