1.100000000000000000e+01,1.660000000000000000e+02,4.300000000000000000e+01,6.900000000000000000e+01,2.000000000000000000e+02,3.300000000000000000e+03,1.600000000000000000e+01,2.600000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,2.500000000000000000e+00,3.000000000000000000e+00,-7.500000000000000000e+00,1.450000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.513670576233710108e+02,2.690437951185099905e+02
1.500000000000000000e+01,7.600000000000000000e+01,1.600000000000000000e+01,6.100000000000000000e+01,2.520000000000000000e+02,8.400000000000000000e+03,2.500000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-1.800000000000000000e+01,-4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,3.276149693340830140e+02,3.112819430405920116e+02
2.000000000000000000e+00,1.130000000000000000e+02,4.200000000000000000e+01,9.500000000000000000e+01,5.300000000000000000e+01,4.000000000000000000e+03,2.600000000000000000e+01,4.400000000000000000e+01,2.100000000000000000e+01,3.500000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,-1.650000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,5.035796159471819777e+01,3.615797073185940036e+01
1.200000000000000000e+01,1.350000000000000000e+02,2.100000000000000000e+01,7.000000000000000000e+01,1.200000000000000000e+02,7.000000000000000000e+03,4.000000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,1.500000000000000000e+01,2.500000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.250000000000000000e+01,4.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,3.400487070601050164e+02,2.423017346846770010e+02
6.000000000000000000e+00,1.370000000000000000e+02,1.600000000000000000e+01,8.600000000000000000e+01,1.060000000000000000e+02,3.200000000000000000e+03,4.000000000000000000e+00,2.600000000000000000e+01,3.400000000000000000e+01,4.600000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+00,-1.100000000000000000e+01,-7.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,8.127200836214770163e+01,2.333048001504940032e+02
3.000000000000000000e+00,1.570000000000000000e+02,4.600000000000000000e+01,9.800000000000000000e+01,7.200000000000000000e+01,4.100000000000000000e+03,1.200000000000000000e+01,4.300000000000000000e+01,3.500000000000000000e+01,2.900000000000000000e+01,5.000000000000000000e+00,4.500000000000000000e+00,2.500000000000000000e+00,1.500000000000000000e+00,7.500000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,6.051761934637519857e+01,6.944239867505129382e+01
3.000000000000000000e+00,2.500000000000000000e+01,2.300000000000000000e+01,8.200000000000000000e+01,1.020000000000000000e+02,7.100000000000000000e+03,2.500000000000000000e+01,3.700000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+01,7.000000000000000000e+00,7.500000000000000000e+00,5.000000000000000000e+00,3.500000000000000000e+00,-4.500000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,2.312546152582899950e+01,1.537780736844960039e+01
3.000000000000000000e+00,1.450000000000000000e+02,2.300000000000000000e+01,9.000000000000000000e+01,8.400000000000000000e+01,2.700000000000000000e+03,4.300000000000000000e+01,3.500000000000000000e+01,1.900000000000000000e+01,3.500000000000000000e+01,3.000000000000000000e+00,9.500000000000000000e+00,2.000000000000000000e+00,4.500000000000000000e+00,1.000000000000000000e+01,-1.350000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,9.679010412050810430e+01,3.552518321820880232e+01
7.000000000000000000e+00,1.240000000000000000e+02,2.100000000000000000e+01,7.800000000000000000e+01,1.230000000000000000e+02,5.500000000000000000e+03,2.000000000000000000e+01,9.000000000000000000e+00,3.600000000000000000e+01,4.500000000000000000e+01,7.500000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+00,4.500000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,1.164653669976450061e+02,1.133176041107119971e+02
6.000000000000000000e+00,1.730000000000000000e+02,2.500000000000000000e+01,1.000000000000000000e+02,9.200000000000000000e+01,8.600000000000000000e+03,2.900000000000000000e+01,3.200000000000000000e+01,1.600000000000000000e+01,4.100000000000000000e+01,8.500000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,7.709903115455600187e+01,7.969029615839879455e+01
1.400000000000000000e+01,5.400000000000000000e+01,2.500000000000000000e+01,8.900000000000000000e+01,2.290000000000000000e+02,3.700000000000000000e+03,4.300000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+01,3.800000000000000000e+01,5.500000000000000000e+00,9.500000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,-2.000000000000000000e+00,-2.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,1.378266283075130048e+02,1.304085751477200006e+02
3.000000000000000000e+00,8.400000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+02,1.280000000000000000e+02,2.900000000000000000e+03,1.500000000000000000e+01,4.400000000000000000e+01,8.000000000000000000e+00,2.500000000000000000e+01,9.500000000000000000e+00,9.500000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e+00,-9.500000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,2.371853651969119881e+01,1.946864911920550156e+01
6.000000000000000000e+00,1.590000000000000000e+02,1.200000000000000000e+01,8.100000000000000000e+01,1.040000000000000000e+02,6.200000000000000000e+03,4.300000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+01,7.500000000000000000e+00,7.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,-1.050000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,9.418096355861740676e+01,8.034681061377480660e+01
