3.000000000000000000e+00,1.060000000000000000e+02,2.100000000000000000e+01,5.900000000000000000e+01,9.000000000000000000e+01,2.200000000000000000e+03,9.000000000000000000e+00,1.100000000000000000e+01,4.100000000000000000e+01,1.600000000000000000e+01,3.500000000000000000e+00,2.500000000000000000e+00,3.500000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+00,-1.350000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,5.692514090001520088e+01,9.081875006593260480e+01
5.000000000000000000e+00,3.000000000000000000e+01,2.500000000000000000e+01,9.500000000000000000e+01,8.600000000000000000e+01,6.200000000000000000e+03,5.000000000000000000e+01,4.100000000000000000e+01,2.600000000000000000e+01,3.500000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+00,-9.500000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,5.088844201901490294e+01,6.234672733550929991e+01
7.000000000000000000e+00,5.000000000000000000e+01,2.700000000000000000e+01,1.160000000000000000e+02,1.300000000000000000e+02,3.400000000000000000e+03,2.600000000000000000e+01,4.700000000000000000e+01,3.100000000000000000e+01,3.900000000000000000e+01,7.500000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,-5.000000000000000000e+00,1.650000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,6.339087620177579652e+01,5.503397634663569704e+01
6.000000000000000000e+00,4.700000000000000000e+01,4.300000000000000000e+01,8.500000000000000000e+01,8.300000000000000000e+01,1.600000000000000000e+03,3.800000000000000000e+01,1.000000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e-01,-1.150000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,9.264497367577870079e+01,5.676871186401550062e+01
2.000000000000000000e+00,8.200000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+01,5.200000000000000000e+03,1.100000000000000000e+01,3.200000000000000000e+01,4.800000000000000000e+01,2.500000000000000000e+01,3.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+00,-5.000000000000000000e+00,-8.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,5.443578794594370152e+01,1.063781433675840020e+02
5.000000000000000000e+00,1.330000000000000000e+02,3.600000000000000000e+01,8.300000000000000000e+01,1.150000000000000000e+02,1.000000000000000000e+03,3.600000000000000000e+01,2.700000000000000000e+01,3.600000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,-9.500000000000000000e+00,-3.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,6.449347754800200505e+01,5.942066409413440198e+01
2.000000000000000000e+00,1.330000000000000000e+02,5.000000000000000000e+01,4.200000000000000000e+01,1.090000000000000000e+02,9.700000000000000000e+03,8.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,-1.600000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,7.990201141922010208e+01,2.086260907149430111e+01
2.000000000000000000e+00,1.980000000000000000e+02,2.800000000000000000e+01,8.600000000000000000e+01,9.500000000000000000e+01,7.100000000000000000e+03,4.400000000000000000e+01,1.000000000000000000e+01,1.700000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,3.500000000000000000e+00,2.500000000000000000e+00,-1.150000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,3.320305175590409874e+01,5.345996845190140334e+01
2.000000000000000000e+00,6.600000000000000000e+01,2.500000000000000000e+01,7.600000000000000000e+01,7.700000000000000000e+01,5.500000000000000000e+03,3.500000000000000000e+01,2.100000000000000000e+01,4.100000000000000000e+01,3.000000000000000000e+01,4.500000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.950000000000000000e+01,-1.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,3.789208443873000220e+01,2.608255315815310027e+01
1.300000000000000000e+01,4.300000000000000000e+01,1.400000000000000000e+01,1.000000000000000000e+02,1.670000000000000000e+02,4.100000000000000000e+03,1.200000000000000000e+01,2.700000000000000000e+01,5.000000000000000000e+01,3.700000000000000000e+01,8.000000000000000000e+00,3.500000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e+00,-1.700000000000000000e+01,-1.450000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,1.335740669672910030e+02,1.888177478361789952e+02
