,N1,N2,d1,d2,freq,move_tx,move_rx,offset_tx,offset_rx,per,space1,space2,space3,space4,space5,space6,l1,l2,h1,w1,I1,I2,volume,total_loss,Lmt,Lmr,Llt,Llr,R1,R2,copperloss_tx,copperloss_rx,copperloss,coreloss
0,12.039153790797945,16.278845027480894,1.6300079344418799,1.630262803182175,40000.135308415985,2.9466375663838824,3.191833472450695,11.898747029352183,-7.943425245516459,3500.5662891509623,1.900205050314226,11.841401667379525,5.969637863861492,10.677697856711486,2.3425776175652655,2.3717546103834897,12.559572704452737,18.643190722210164,45.677270927658896,97.11434743017256,0.43646328706056464,0.3171016813941283,773.584494348489,4.712355084076336,9082.136297380828,16685.11992608436,38436563.223279946,72023006.36359479,0.05387028091114501,0.0880177342090377,1.0240524920085023,0.884481409293199,1.9085339013017013,2.8038211827746347
1,12.037141698734079,16.355482760897694,1.6291260979970963,1.6302482470143846,40000.012053334256,2.916187692375795,3.170051936595311,9.719006827340637,2.6290620811360634,3500.4171350726124,2.8840993859821786,10.070721504573548,5.2490036686016825,10.796750469778322,2.35901094360508,2.3703109033468914,8.070058228948868,18.565851479648853,40.835635279412486,20.25369898350403,0.43613263990220713,0.3172413933470515,190.6926893884243,47.23950381043414,1590.364092657855,2906.8440746784854,10078330.652033893,15250962.859265547,0.0285690498749206,0.05895120868083291,0.5430862105022907,0.5923948009128218,1.1354810114151124,46.10402279901903
2,12.037056434426605,16.272149991531943,1.6296880335416664,1.6304310158341209,40000.97945579776,2.923723318147215,3.173770490889419,9.442117738162226,-5.847367567970623,3500.4237205114982,2.771742224094991,12.892939266311888,5.15233501018238,10.37862862219848,2.3519360339989044,2.367774291328197,8.129883898625316,19.12184785332403,41.03213888865155,22.794196077998464,0.43620011966481365,0.317218825224641,202.37328203875597,39.79591472469109,1761.80945113671,3255.1040741810166,15614843.612381967,26113672.922183644,0.027880660045238256,0.051977355968301636,0.5300001951959612,0.5223152523898663,1.0523154475858276,38.74359927710523
3,12.036518473043154,16.35322432317704,1.629180598227767,1.6302037459078935,39998.39642505924,2.977585174995215,3.16783793696491,8.466259895073183,2.9202293359722087,3500.6319377116233,3.042004495833835,12.030439237797793,5.484390581641499,10.369776975927037,2.359464771242933,2.363070798202904,8.02007893975476,18.58266879034674,38.51456586870842,26.91351962485814,0.43644884219261276,0.31729235746014545,204.03016602886785,30.748465687327148,2161.627852392079,3953.8800841077305,9471627.696980158,16171916.70542483,0.030259190899957857,0.0564108841917617,0.575215115331839,0.5668673341545941,1.1420824494864332,29.606383237840713
4,12.039456867345265,16.380741653025282,1.6296196210447325,1.6302646850670375,39999.02747256433,2.9181608366751863,3.1094797842667776,11.85930936743647,-7.3847745122041495,3500.4189121896347,1.9629047090304454,11.835801035361012,5.481345532095602,10.540446720583864,2.350454659772864,2.3664571510949193,11.409922268712432,18.53484419373354,45.64407112010904,99.96518990992821,0.43640629270056236,0.3170947750412307,721.4686881455988,4.978343923431838,8705.617220584925,15951.4400655879,38851356.41780969,67089755.97762925,0.05457578806071924,0.0925265363459437,1.0374639007190487,0.9297899110867536,1.9672538118058023,3.011090111626037
5,12.037183043447826,16.368673039533313,1.6290387461327729,1.630255321742869,39999.07652834994,2.9647074999121243,3.1697907562281245,9.675311665004509,-5.804044422172965,3500.5859401186335,2.908294492326624,10.128596639558666,5.825234461548898,10.556370854204241,2.352453361489175,2.36639556088528,11.114362845848584,18.5652732866994,40.91628514121537,98.61571351826703,0.4363003795347177,0.3171996935680748,649.6076570354467,4.979073026471599,9462.647144039533,17712.0082939937,29248794.251525134,55377794.951350085,0.054388443892433073,0.09397400567912,1.033902563017596,0.9443353856689088,1.978237948686505,3.000835077785094
6,12.037208118433306,16.48844232377026,1.630090668293182,1.6302518079183848,40004.56350699737,2.926338666840824,3.166700552274167,8.564913098094518,2.6945708022841477,3500.549635760682,2.7822185441364438,11.959462755411813,5.458374203588741,10.680670725422143,2.3432599398819858,2.3720124236579405,8.191927737454403,18.631613250645376,38.66188714350713,32.771560509910046,0.43625937636237744,0.31718789384423535,233.24942285710372,22.81724865104665,2523.1929751793796,4721.5796491671235,10370387.91296833,17800321.43743336,0.031703214818159756,0.06040806914663854,0.6026654324072898,0.607034646047656,1.2097000784549459,21.607548572591693
7,12.036517376807984,16.35409964440153,1.6291960147541358,1.6300649345106408,39999.99131701502,2.8835986067987323,3.084789201450253,8.518060360893775,2.699812803116781,3500.425655762641,3.048977355859615,12.037762737754548,5.623562178053713,10.355556237624489,2.3594585189186947,2.362895358579587,8.522372452183793,18.391076974356462,38.49835840205871,29.829431696558203,0.43629679827481116,0.3171850501364092,223.96875380116964,24.68348312595296,2459.709847681108,4519.076032910937,10647935.691178393,17408556.835740045,0.03148787959377054,0.057774275126029145,0.5985719959257406,0.5805679133139543,1.1791399092396948,23.504343216713266
8,12.03655749719822,16.47477065406579,1.6292125348226918,1.630371569899085,40001.28804685864,2.9640779456195454,3.167557209776861,8.228328667570699,3.055413009437663,3500.629256733602,1.7687395914625856,12.048914533644968,5.492557941985037,10.327246255861692,2.359018351195089,2.354490509993097,8.02663340656883,18.58401321267632,38.539771351580136,35.816444262620685,0.43645715079426534,0.31710181775111845,237.54277984273685,20.636818427105332,2880.2273645181413,5282.085406784709,9703360.536602143,18278201.085356005,0.03204525521234891,0.06250137066796614,0.609167483484668,0.6280700237053249,1.237237507189993,19.39958091991534
9,12.036983253188293,16.476374688221878,1.6296421234444394,1.6302585076738954,39998.61580179204,2.9628379804975387,3.269561987887315,8.290201277068032,3.009981901446212,3500.6339670050756,1.7804587490639894,11.706295236177018,5.5631034528270735,10.34479732299698,2.3488816327641944,2.3663750431652417,8.247099952125282,18.02734793585869,38.64771876667681,45.88590695904122,0.43620140992838036,0.31727833679073364,277.68921792580704,14.302050790532366,3770.734129769363,6982.037263793769,10412330.679432854,21116635.136667747,0.036913500633040545,0.06724135408389258,0.7017108816338476,0.6757016430536281,1.3774125246874758,12.924638265844896
