,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,13.95694177,18.52485217,1.631304012,1.636941454,40000,2.240737935,2.749780853,-0.278496026,0.0983819,3499.305184,3.154007039,10.84790429,1.987831776,9.930679662,3.603941088,4.66993938,8.781933574,18.55232836,26.96467284,61.06998469,4.36,3.17
11,13.95105964,18.0810782,1.63370125,1.627543516,40000,2.064306063,2.734791109,0.978615724,0.123054139,3499.292175,3.214572075,9.539884927,3.096115667,9.572587082,4.00258623,4.618160134,12.52613703,18.61774899,26.74296524,99.5067696,4.36,3.17
12,13.98476501,18.07941808,1.63489341,1.632905471,40000,2.375376524,2.722050816,0.293396546,-0.060114086,3499.827225,3.1775145,10.77370366,2.815798947,13.30994974,4.418516967,4.231265437,8.310949729,17.22746113,27.5952017,77.0681911,4.36,3.17
13,13.95564594,18.04689203,1.628194732,1.623722127,40000,3.352366191,2.732615727,0.115306099,0.090494368,3499.178318,2.741902685,10.81830996,4.410283553,19.99686569,3.658812393,4.754636442,18.68181137,18.003481,26.50571904,99.92284523,4.36,3.17
14,13.77450726,18.31919823,1.629033821,1.620971049,40000,2.111434257,2.087909069,0.164101549,0.088491891,3499.245979,2.970307065,10.31799082,2.312085071,11.08092575,4.092006611,4.631532395,8.081080629,18.9224056,24.37035378,65.67217161,4.36,3.17
15,13.90181479,18.07400217,1.634527793,1.621347626,40000,1.97515643,2.721036217,0.803065465,-0.159181453,3499.781797,3.231815745,10.1886829,2.376939704,9.796448108,3.896636573,4.224176813,8.197760747,16.99039667,27.46868052,72.72447474,4.36,3.17
16,13.99584811,18.05248652,1.630726485,1.621924483,40000,2.209824697,2.739877146,0.19280166,0.086644188,3499.223526,2.539356578,9.149947831,4.112778944,15.94951469,3.49139089,4.730717765,8.509123904,14.48598253,27.49687352,99.37234656,4.36,3.17
17,13.95560052,18.10548415,1.636641642,1.633772761,40000,1.972906978,1.950811766,0.360962695,0.085395292,3499.326782,2.409142246,10.50858822,2.32929164,9.836870705,4.120603551,4.652391188,9.155522827,18.57275608,25.03139802,55.4215853,4.36,3.17
18,13.95071083,17.81165321,1.63588715,1.620557393,40000,3.118193828,2.72038787,0.19280166,0.080946772,3499.224015,2.744465139,9.320396841,2.860560873,9.628786779,3.496401803,4.752441791,18.21042519,14.89037235,27.48851229,99.79352312,4.36,3.17
19,13.99356565,17.99322528,1.634582008,1.633416337,40000,2.307059014,2.90771213,0.190790499,0.152301621,3499.48281,2.97122242,9.10056727,2.333719964,9.805331963,3.917498601,4.488457052,8.081269642,18.9183095,27.42019063,64.45020351,4.36,3.17
20,13.9646355,18.07400217,1.634530591,1.621321846,40000,1.97515643,2.721036217,0.795676432,-0.159181453,3499.781797,3.231815745,10.9114089,2.376939704,9.796448108,4.05400663,4.264547666,8.197760747,16.99039667,27.46868052,72.72447474,4.36,3.17
21,13.95832929,18.16960264,1.624821209,1.63049761,40000,2.072704442,1.831952882,0.316657517,-0.138872473,3499.935759,3.989186482,10.9570764,2.860264908,10.42982016,3.57034585,4.389802487,14.81969265,17.21237345,20.84812828,99.73994929,4.36,3.17
22,13.91856422,19.11892291,1.635850148,1.620411269,40000,3.341376143,2.685432142,-0.098265124,0.008669682,3499.407658,3.294595997,9.17388433,5.512470687,20.13669218,3.488611626,4.90037368,19.88750233,14.47739867,26.47622354,94.71182022,4.36,3.17
23,13.90681342,18.15034196,1.633622349,1.627543516,40000,2.081982614,2.757130876,0.978615724,0.122515846,3499.292175,3.234486647,10.02156171,3.096115667,9.703513,3.802219482,4.618160134,12.52613703,18.60988758,26.79563096,99.5067696,4.36,3.17
24,13.94503501,18.03387514,1.621700814,1.620468591,40000,2.224996862,2.740328685,0.19280784,0.099786551,3499.224625,3.447043531,9.024686005,4.370260932,11.59319481,3.542225124,4.60713373,19.1086858,14.49163627,27.49848092,99.83878663,4.36,3.17
25,13.99584811,18.71543029,1.635460762,1.621395594,40000,2.217277285,2.720263876,0.223584874,0.086239194,3499.223526,2.555960519,9.270374099,4.355698662,12.88818099,3.49139089,4.732552489,8.509123904,14.5936786,27.49687352,99.35748757,4.36,3.17
26,13.90990332,18.49732323,1.626828528,1.621952425,40000,2.107724867,2.713988004,-0.015819749,0.065974363,3499.318555,3.187519495,10.01210321,4.40713677,11.3818113,3.798732712,3.438417275,9.077641254,15.89160945,26.87217885,99.61572831,4.36,3.17
27,13.91726789,18.09566822,1.621074683,1.62022256,40000,3.180767626,2.718828882,0.206357158,0.092952477,3499.234035,3.462291156,9.169451106,4.293339327,11.59319481,3.550868764,4.149318999,19.53953594,14.83550922,27.49235792,99.83878663,4.36,3.17
28,13.9503094,18.09566822,1.621074683,1.620667036,40000,3.271346578,2.718828882,0.206357158,0.092952477,3499.234035,3.462291156,9.169451106,4.30704396,11.59319481,3.550868764,4.149318999,19.16258313,14.83550922,27.49235792,99.83878663,4.36,3.17
29,13.97826934,18.7459953,1.630917849,1.620265671,40000,3.148323138,2.758245026,0.022490714,0.090328017,3499.430196,3.210686407,9.295275135,4.436563286,19.99974673,4.142513445,4.632034568,19.23516547,15.42021212,27.65412592,99.13040535,4.36,3.17
30,13.94634147,18.07840436,1.636363553,1.632500253,40000,1.958374743,2.767710337,-0.059660226,0.064772998,3499.310468,3.086981791,10.95437926,2.746394136,9.944335345,3.922855904,4.648558422,8.289379837,18.64948482,27.25193372,51.77683464,4.36,3.17
31,13.99584811,18.702366,1.635515435,1.621205667,40000,2.209824697,2.739737065,0.19280166,0.086644188,3499.223526,2.539356578,8.518962732,4.355698662,15.94951469,3.49139089,4.730717765,8.509123904,14.48598253,27.49687352,99.35748757,4.36,3.17
32,13.94503501,18.70848129,1.621700814,1.620483662,40000,2.217057791,2.740328685,0.19280784,0.085526551,3499.224625,3.457582687,9.024686005,4.370260932,11.59319481,3.542225124,4.731745262,9.589155655,14.58998304,27.49848092,99.81710379,4.36,3.17
33,13.95638445,18.97537168,1.631721183,1.620217603,40000,2.202235005,2.694184533,0.367240264,0.008642323,3499.446616,3.17360271,10.76521795,3.11815444,11.66225377,3.922995924,4.612549703,10.07468605,17.06589106,26.31919292,98.51372878,4.36,3.17
34,13.99647917,18.208731,1.630647781,1.631697573,40000,3.175669263,2.710305415,-0.193840467,-0.132801729,3499.159921,3.012692166,9.471179461,3.927056538,20.16198847,4.097612301,4.630094969,19.25111,15.44391843,27.54776856,99.91250287,4.36,3.17
35,13.95114303,18.54384534,1.63063971,1.621619178,40000,3.067695412,2.720447503,-0.231986611,0.085721987,3499.84899,2.292849107,10.71810394,2.831904353,10.80808267,4.074683137,4.737354236,19.948928,17.62338803,26.78377756,99.9207387,4.36,3.17
36,13.99593353,18.16061454,1.6353319,1.621205667,40000,2.209824697,2.72025071,0.850120449,0.095662082,3499.222774,2.141437545,9.115492926,2.787335817,10.32452813,3.476195622,4.730717765,8.509123904,14.43828995,27.50183124,93.04343809,4.36,3.17
37,13.95114303,18.77531409,1.63063971,1.621619178,40000,3.067695412,2.720447503,-0.231986611,0.085721987,3499.84899,2.292849107,10.71810394,2.831904353,10.80808267,4.074683137,4.737354236,19.948928,17.62338803,26.78377756,99.9207387,4.36,3.17
38,13.95071083,18.30288865,1.63588715,1.621253224,40000,2.105974266,2.720383116,-0.432812406,0.081494751,3499.227092,3.283541032,9.330896434,2.325256745,9.628786779,3.498107721,4.921111038,18.21042519,14.90847264,26.76775792,97.3372742,4.36,3.17
39,13.95670422,18.52748499,1.636882502,1.635358508,40000,2.487831036,2.729934222,0.074179713,0.085727644,3499.713676,3.194864252,10.80226891,2.326466926,8.651535669,4.076912473,4.328114576,11.5530454,17.68189216,26.70815131,99.89221286,4.36,3.17
40,13.9822421,18.09922244,1.634665401,1.633961364,40000,2.149175081,2.728802106,0.375361831,0.065348924,3499.878999,3.754481978,10.05257056,4.108860591,11.30629288,3.945619307,4.667780194,8.414388694,16.32084752,27.64326051,55.93173135,4.36,3.17
41,8.069628939,10.74939685,1.621449406,1.621036779,40000,1.817340438,1.787096828,0.183733291,0.015980619,3499.021563,2.404683349,7.894189344,1.671195514,6.807551159,3.369510655,3.283918071,8.00054309,13.17518398,11.28927111,44.51222095,4.36,3.17
42,13.93947987,18.27259038,1.623146024,1.635962467,40000,1.736332149,2.751822455,0.092332882,0.116538335,3499.180862,3.123506602,10.60204069,3.19609124,10.92728994,4.040032671,4.428708057,8.056995943,18.55904761,26.08240878,86.27743081,4.36,3.17
43,13.95133528,18.06862535,1.630598525,1.621881073,40000,3.563858723,2.698052203,0.010783687,0.085737032,3499.857685,2.189962254,9.262742929,2.865380443,20.18673602,4.075241108,4.647159285,19.93509842,15.32386534,26.78598829,99.36415112,4.36,3.17
44,13.95659051,17.98072303,1.630712717,1.63129958,40000,3.534321099,2.727080916,-0.22660459,0.06503069,3499.26374,2.759125595,23.68708058,4.248485207,21.93341579,3.975676389,4.761112054,19.91900515,29.8600026,27.51668127,99.86666481,4.36,3.17
45,13.67916926,18.0742322,1.634507475,1.621321846,40000,1.984957968,2.720926411,0.795676432,-0.141664774,3499.781797,3.231815745,10.9114089,3.08453083,9.792334374,4.052960467,4.264547666,8.197760747,16.99039667,27.46868052,71.9312323,4.36,3.17
46,13.95547651,19.09794766,1.632190373,1.620183656,40000,2.176134679,1.826653944,-0.125008254,-0.179717605,3499.227211,2.170014605,10.83094681,4.22494462,11.39646762,3.890736343,4.271602615,14.13013651,18.53194102,20.86932454,96.77024161,4.36,3.17
47,13.94479905,18.208731,1.630647781,1.620004995,40000,3.175669263,2.710305415,-0.169894422,-0.132801729,3499.159921,3.443659622,9.471179461,3.927056538,11.45981175,3.545749799,4.606979356,19.25111,15.44391843,27.54776856,99.9118482,4.36,3.17
48,13.91710022,18.16654315,1.62549285,1.63049761,40000,2.072704442,1.825867335,0.992405858,-0.14177189,3499.935759,3.163345556,10.9570764,2.781321581,10.42982016,3.57034585,4.39647517,14.81969265,17.21237345,20.65791099,99.94079625,4.36,3.17
49,13.95299276,18.75877202,1.633029338,1.62026922,40000,2.122508664,2.702380862,0.027968652,-0.216482582,3499.231998,2.312426094,9.122665824,3.897156222,10.83807894,3.857715173,4.298695385,19.33273642,15.21481101,26.78365299,99.24270043,4.36,3.17
50,13.80182861,18.70657817,1.624702303,1.633918253,40000,2.18445366,2.704752228,-0.111712676,-0.233272503,3499.360552,2.603990211,8.834796336,3.740909745,12.5117998,3.514400877,4.650366388,14.49136472,14.47028266,26.77035916,99.48377134,4.36,3.17
51,13.98476501,18.07679596,1.63489341,1.634202084,40000,1.887987728,2.722050816,0.065112011,-0.06783205,3499.631643,3.289005746,10.77370366,2.806978616,9.979538953,4.43107895,4.237891402,8.375165515,18.37592229,27.25162272,48.84374556,4.36,3.17
52,13.98517838,17.99914065,1.635654865,1.632966936,40000,2.376638564,2.722044413,0.14629697,0.080614027,3499.12714,2.86887509,10.21813101,3.401573232,9.948029605,3.738431437,4.210340121,8.594659885,18.65473991,27.59521643,77.56711133,4.36,3.17
53,13.959829,18.30047721,1.629414402,1.623045092,40000,2.307059014,2.076409513,0.164101549,0.162186227,3499.023321,2.970307065,10.31799082,2.330945918,9.818366451,4.092006611,4.657216678,8.082985338,18.40665524,27.11355486,66.44571418,4.36,3.17
54,13.94827925,18.27791203,1.632362583,1.620611436,40000,3.248710705,2.731386742,0.841924814,-0.167778476,3499.202018,3.195003254,9.672024348,4.404242532,21.95565581,3.874244517,4.640998808,19.15252086,15.82797302,26.70984907,99.93417081,4.36,3.17
55,13.93127929,17.81165321,1.636657915,1.62055224,40000,1.970218635,2.695025484,0.19280166,0.08743962,3499.223978,3.175485842,9.115492926,2.337013132,9.633379247,3.480500386,4.73900996,15.14003245,14.89037235,27.49381578,99.35748757,4.36,3.17
56,13.96469754,18.16022427,1.63232665,1.62032584,40000,2.03251775,1.971332232,0.05472226,0.119582679,3499.199849,3.292561242,10.8106854,2.601688751,10.98035376,3.865044187,5.194832296,14.15299816,18.70491717,20.91977402,92.44714622,4.36,3.17
57,13.98476501,18.07941808,1.63489341,1.632905471,40000,2.375376524,2.722050816,0.293396546,-0.060114086,3499.827225,3.1775145,10.77370366,2.917974366,13.30994974,4.418516967,4.231265437,8.310949729,17.22746113,27.5952017,77.0681911,4.36,3.17
58,13.95510763,19.17157586,1.635272156,1.621345277,40000,2.002071837,2.740481849,-0.098265124,-0.194102499,3499.97374,3.294595997,9.195796192,4.387566533,19.90147944,3.446216854,4.738653005,8.183665983,14.47739867,27.49717896,74.53326556,4.36,3.17
59,13.95005039,18.49732323,1.626806225,1.621951137,40000,2.107724867,2.713988004,-0.010029521,0.124513112,3499.318555,3.187650852,10.02526446,4.40713677,11.3818113,3.886451453,3.439511647,12.11643183,15.89160945,26.87217885,99.61572831,4.36,3.17
60,13.9641645,18.50587803,1.632412795,1.621952425,40000,2.107708487,2.711295034,-0.015819749,-0.049512613,3499.320543,3.187519495,10.01210321,4.16103835,11.38131982,3.798732712,4.713604714,9.077641254,15.89160945,26.86975128,99.57544167,4.36,3.17
61,13.9534319,18.19151717,1.635208702,1.632012726,40000,1.957298632,2.719802298,0.191649781,-0.059487417,3499.144656,3.172912325,9.416049821,2.816068785,9.636926385,3.509762453,4.207596548,8.345502268,18.38730687,26.72040027,51.11718708,4.36,3.17
62,13.94358004,18.08125453,1.620876565,1.621921886,40000,2.18338197,2.735391858,0.136435542,0.123054139,3499.286754,3.229278628,10.51523879,2.803358983,9.494745526,4.076177916,4.618160134,11.86742884,16.73142427,26.7784425,99.33320162,4.36,3.17
63,13.94841645,17.90673612,1.632149547,1.630331377,40000,2.202234752,1.792846825,0.319312533,0.08248168,3499.264319,2.84698607,11.55538264,3.131510013,11.53217801,3.591293352,4.618296939,11.60165798,17.79851038,20.84812828,99.89250383,4.36,3.17
64,13.96756175,18.8018698,1.627518375,1.621862894,40000,3.082202672,2.724704264,0.312743435,0.123192548,3499.463309,2.384078444,10.85272755,3.014918308,10.17134834,4.0761684,4.617793558,19.88453822,17.67730566,26.78120691,99.25310239,4.36,3.17
65,13.94034208,18.12112766,1.631290116,1.622082519,40000,3.313538504,2.953571887,0.312806192,-0.200812659,3499.23083,3.191518967,9.347034212,2.969653455,10.60671902,3.639775163,5.067846325,18.33328517,15.81136662,27.79567425,99.92787302,4.36,3.17
66,13.95071083,17.81165321,1.63588715,1.620557393,40000,3.099333738,2.866321365,0.19280166,0.008518893,3499.224015,2.744029072,9.320396841,2.860560873,9.628786779,3.496401803,4.753046699,18.21042519,14.89037235,27.48851229,99.79352312,4.36,3.17
67,13.95114384,18.61301036,1.630605309,1.623375037,40000,3.067695412,2.714342099,0.451327199,0.007733527,3499.880039,2.316732201,10.80091616,2.83166137,9.424721162,4.066492346,4.329908161,19.81826917,17.68492042,26.70452619,99.9207387,4.36,3.17
68,13.9274732,17.93869744,1.63393564,1.621724909,40000,3.509730823,2.734514903,-0.23797175,-0.088770049,3499.17754,2.807707577,23.20913506,5.413947437,20.13330041,3.536894081,4.645094097,19.86351391,30.06962117,26.72611875,99.89666769,4.36,3.17
69,13.92508251,18.10519032,1.634377961,1.626924994,40000,2.194900018,2.752509246,-0.20307078,0.085695073,3499.223504,2.461967463,9.03200817,4.846269415,15.69334123,3.47753264,4.588839397,8.226532391,14.48598253,26.63604855,99.96860393,4.36,3.17
70,13.95071083,17.902943,1.63588715,1.620557393,40000,3.077117345,1.786004195,0.301965072,-0.124642428,3499.224525,2.740590667,9.434310142,2.860754871,9.628786779,3.49685773,4.75135244,18.21042519,14.89037235,20.86061165,99.86526045,4.36,3.17
71,13.95168366,18.09870287,1.634954821,1.63280645,40000,3.16446525,2.742750125,0.309148514,0.086413397,3499.462662,2.250105715,10.74934611,3.066506796,10.41943807,3.575283862,4.653552968,19.65711298,17.73160923,26.43728911,99.63283695,4.36,3.17
72,13.95075146,18.09579068,1.622922541,1.631513544,40000,2.232066326,2.748303391,0.336402426,0.002411911,3499.12926,3.177928637,10.29872149,2.82786805,9.375936194,4.13205028,4.607404326,10.66014035,16.97210753,26.31251198,99.23424624,4.36,3.17
73,13.94561191,17.94921575,1.632365145,1.632531679,40000,3.230917792,2.730367086,-0.42548019,0.072659434,3499.332142,3.194496891,9.32938993,4.266666221,22.39521336,3.806943293,4.441430159,19.41401857,16.26023672,25.3630356,99.9700563,4.36,3.17
74,13.94994326,19.17253142,1.635272156,1.62055224,40000,3.341101215,2.739882731,0.19280166,0.084856359,3499.020662,3.188619996,9.025858275,4.35586809,19.9780899,3.488611626,4.730717765,19.78919431,14.48598253,27.49687352,99.35960627,4.36,3.17
75,13.95133528,18.06734853,1.630598525,1.621345906,40000,3.563606159,2.698005017,-0.217098523,0.085737032,3499.857685,2.189962254,9.036438062,2.797006827,20.1821588,4.075241108,4.649197781,19.93509842,15.32386534,26.78598829,99.36403383,4.36,3.17
76,13.94877096,18.84299798,1.632325503,1.631598147,40000,3.125159075,2.746100421,0.083056716,0.071903956,3499.256746,3.097942813,8.800487185,3.806979733,10.80639674,3.862980288,4.652682107,15.71046618,18.11226937,26.63053445,99.67345141,4.36,3.17
77,13.76347883,18.09608095,1.631541416,1.633318411,40000,1.960537937,2.719802298,0.06108972,0.228602439,3499.144418,3.121741562,10.28647854,3.929506668,9.471832663,3.555702918,3.304927339,8.198304802,18.59940155,27.82366352,51.53121069,4.36,3.17
78,13.97462899,18.71447998,1.636649526,1.620545479,40000,2.170003069,2.699965159,0.434555253,0.059029635,3499.673254,3.175485842,9.186271537,3.046682375,12.45575321,3.480500386,4.629797129,15.07215541,14.97897806,26.92679065,99.34034455,4.36,3.17
79,13.95659051,17.98072303,1.63215268,1.63129958,40000,3.534321099,2.727080916,-0.22660459,0.06503069,3499.26374,2.759125595,23.68708058,4.248485207,21.93341579,3.975676389,4.761112054,19.91900515,29.8600026,27.51668127,99.86666481,4.36,3.17
80,13.94643501,19.15669298,1.620866923,1.621919396,40000,2.223120915,1.754116378,-0.194069858,0.104462782,3499.141314,3.090178563,10.83797344,3.068550394,9.502147094,3.582260628,4.61816659,9.757465605,18.41458799,22.58959238,99.25455084,4.36,3.17
81,13.94944046,19.21246416,1.632832178,1.63402208,40000,2.190821273,2.698270458,-0.226044459,0.091064849,3499.805378,3.213651533,9.408625144,4.275002518,11.95078749,3.951617759,3.290073401,8.878008874,15.31520336,28.73060973,51.81943033,4.36,3.17
82,13.91710022,18.16654315,1.62549285,1.63049761,40000,2.072704442,1.825867335,0.992405858,-0.14177189,3500.265474,3.163345556,10.9570764,2.781321581,10.42982016,3.57034585,4.39647517,14.81969265,17.21237345,20.65791099,99.95626509,4.36,3.17
83,13.95169178,18.08787933,1.631700351,1.621363482,40000,3.547333879,2.698212699,-0.4133537,0.088489026,3499.84266,3.095061947,10.88142638,4.122838412,23.51800478,4.079665871,4.891657882,19.95424989,18.27337404,26.52546615,99.9424932,4.36,3.17
84,13.9641645,18.40091572,1.632412795,1.621952425,40000,2.107708487,2.711295034,-0.015819749,-0.049512613,3499.320543,3.187519495,10.01210321,4.16103835,11.38131982,3.798732712,4.713604714,9.077641254,15.89160945,26.86975128,99.57544167,4.36,3.17
85,13.9847524,18.09281362,1.635125969,1.632992285,40000,2.129159907,2.702105816,0.554358936,-0.060114086,3499.872484,3.232080475,10.72686236,2.768519082,9.916629079,4.084506957,5.244964638,8.288129496,16.96534681,26.66543953,47.5064033,4.36,3.17
86,13.95169178,18.08787933,1.631245168,1.621363482,40000,3.547333879,2.698212699,-0.4133537,0.088489026,3499.84266,3.095061947,10.88142638,4.122838412,23.51800478,4.079665871,4.891657882,19.95424989,18.27337404,26.52546615,99.9424932,4.36,3.17
87,13.94839319,18.06643098,1.634708896,1.632531679,40000,3.171590356,2.722674665,-0.429219679,0.072924803,3499.160341,3.142138882,9.329418441,3.700553172,11.7734038,3.89523614,4.431582035,14.77133161,16.26023672,26.46170737,99.26603632,4.36,3.17
88,13.90309516,17.995223,1.637147676,1.62017661,40000,2.046668327,2.690970989,0.400983159,0.074991883,3499.012932,3.759887991,9.332999404,4.048544938,11.13665428,3.710130368,4.618507786,11.77417134,15.84888048,26.7855371,99.98498594,4.36,3.17
89,13.95560052,18.10548931,1.636641642,1.632626632,40000,1.972906978,1.957426973,0.767111754,0.084956597,3499.791847,2.409142246,10.50858822,2.32929164,9.836870705,4.120603551,4.652391188,8.366359455,18.57275608,25.03139802,73.7598941,4.36,3.17
